policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2020727,Hedge Fund,West,2024,6058330,0,0.0,0.0,0.0,5.537727890326118,0.787,3.225806451612903,0.0,500,10.931,0.17785,0.17773,905249.91,160891.6,357536.88,-5700793.12,0.05902,0.0,1320149.1943658385,2461122.6092114574,480593.0104605729
POL-2020728,Fintech-Payments,Northeast,2020,668868,0,0.0,0.0,0.0,5.968195920168628,0.6737500000000001,53.87096774193548,0.6931471805599453,5,0.245,0.16554,0.16543,350040.2,57905.53,128678.95,-540189.05,0.19238,0.0,444391.79819397227,1133711.7212608198,185364.53606304099
POL-2020729,Regional Bank,Southwest,2022,314205,0,0.0,0.0,0.0,6.801727874336607,0.81075,49.310344827586206,0.0,1,0.027,0.16483,0.16472,1437356.76,236764.34,526142.99,211937.99,1.67452,0.0,1000000.0,1000000.0,576142.99
POL-2020730,Credit Union,National,2024,155534,1,1.0,737014.0,142515.0,3.40452517175483,0.5015000000000001,18.823529411764703,0.6931471805599453,100,3.704,0.35421,0.35397,293580.37,103917.91,230928.69,75394.69,1.48475,4.7386,582389.9438386046,1057220.503808996,283789.7151904498
POL-2020731,Fintech-Payments,West,2022,139734,0,0.0,0.0,0.0,5.360822571899434,0.949,7.755102040816327,0.0,1,0.037,0.15849,0.15838,2132661.23,337763.98,750586.63,610852.63,5.37154,0.0,1000000.0,1224076.3478621119,811790.4473931056
POL-2020732,Community Bank,Southwest,2023,476760,0,0.0,0.0,0.0,4.791649752930709,0.65125,31.379310344827587,0.0,50,0.413,0.15602,0.15591,732970.03,114279.26,253953.9,-222806.1,0.53267,0.0,915543.26032658,2187925.4128918913,363350.1706445946
POL-2020733,Broker-Dealer,West,2020,4434828,0,0.0,0.0,0.0,7.23460998650839,0.84725,24.210526315789473,0.6931471805599453,25,1.143,0.12301,0.12293,1057369.1,129979.74,288843.87,-4145984.13,0.06513,0.0,931331.6416385918,2073229.7077983704,392505.35538991855
POL-2020734,National Bank,West,2021,333140959,0,0.0,0.0,0.0,10.282851640046156,0.8197500000000001,6.969696969696969,0.0,250,11.301,0.1086,0.10853,1939621.05,210501.25,467780.56,-332673178.44,0.0014,0.0,1828791.2808796582,4789857.023672539,707273.411183627
POL-2020735,National Bank,Midwest,2021,162564208,1,1.0,1356742.0,306233.0,10.915161188842836,0.7069999999999999,24.054054054054053,0.6931471805599453,25,0.318,0.14718,0.14708,1232273.43,181240.49,402756.64,-162161451.36,0.00248,0.00835,1388737.3270095715,2882083.6136634247,546860.8206831713
POL-2020736,Credit Union,Midwest,2024,74222,1,1.0,52782.0,0.0,3.9926809084456005,0.5825,16.11111111111111,0.6931471805599453,10,0.422,0.23408,0.23392,120697.11,28233.96,62742.13,-11479.87,0.84533,0.71114,196075.51010737216,373655.2394363522,81424.8919718176
POL-2020737,Community Bank,Midwest,2021,370133,0,0.0,0.0,0.0,4.937347498326424,0.5847500000000001,10.476190476190476,0.0,25,0.242,0.24693,0.24676,600635.09,148215.2,329367.11,-40765.89,0.88986,0.0,837124.5207323967,1593044.586149021,409019.33930745104
POL-2020738,Asset Manager,West,2024,220138,0,0.0,0.0,0.0,6.262636067432774,0.82275,5.454545454545454,1.3862943611198906,1,0.036,0.11006,0.10999,1341433.5,147542.77,327872.82,107734.82,1.4894,0.0,1000000.0,1000000.0,377872.82
POL-2020739,Insurance Carrier,Northeast,2023,580128,0,0.0,0.0,0.0,7.078510199404627,0.5549999999999999,308.125,0.6931471805599453,2,0.043,0.42284,0.42255,58524.14,24729.47,54954.37,-525173.63,0.09473,0.0,123576.11495241411,216695.10847628838,65789.12542381442
POL-2020740,Community Bank,Midwest,2023,183673,0,0.0,0.0,0.0,5.02912987673242,0.8350000000000001,2.5806451612903225,0.6931471805599453,10,0.413,0.09672,0.09665,247862.4,23956.62,53236.94,-130436.06,0.28985,0.0,193744.62948002032,501493.87126629695,78311.63356331486
POL-2020741,Custodian Bank,Southwest,2022,21679642,0,0.0,0.0,0.0,8.966738978759576,0.755,9.6,0.6931471805599453,25,0.487,0.13848,0.13838,355852.87,49243.85,109430.79,-21570211.21,0.00505,0.0,452445.36941544357,1094896.018326068,164175.5909163034
POL-2020742,Insurance Carrier,Midwest,2024,35299727,0,0.0,0.0,0.0,8.740576713935054,0.89325,0.5882352941176471,0.0,100,3.709,0.12156,0.12147,3140378.78,381475.48,847723.3,-34452003.7,0.02402,0.0,2706711.5380720175,7791874.505291882,1237317.0252645942
POL-2020743,Regional Bank,Southwest,2020,2527282,0,0.0,0.0,0.0,6.381477550657225,0.8392499999999999,22.058823529411764,0.0,50,1.452,0.12338,0.12329,783691.2,96623.7,214719.32,-2312562.68,0.08496,0.0,950340.3621382058,2408516.4778064936,335145.1438903247
POL-2020744,Broker-Dealer,Southwest,2024,599312,0,0.0,0.0,0.0,6.208388798608275,0.7012499999999999,6.842105263157895,0.6931471805599453,5,0.152,0.12632,0.12623,1236128.09,156041.46,346758.8,-252553.2,0.57859,0.0,1320284.0114955516,4020165.757479512,547767.0878739756
POL-2020745,Insurance Carrier,West,2023,1172756,0,0.0,0.0,0.0,7.993316099905515,0.75225,3.75,0.0,1,0.025,0.17091,0.17079,585968.05,100079.11,222398.02,-950357.98,0.18964,0.0,688583.2763665445,1000000.0,272398.02
POL-2020746,Fintech-Lending,Southwest,2020,172199,0,0.0,0.0,0.0,5.216564864675778,0.67175,13.823529411764707,0.0,2,0.049,0.18203,0.1819,688572.57,125254.74,278343.86,106144.86,1.61641,0.0,852805.4152699641,1728617.7454565805,364774.747272829
POL-2020747,Hedge Fund,National,2024,576041,1,1.0,79670.0,38374.0,5.65704021210407,0.33399999999999996,21.052631578947366,0.6931471805599453,10,0.299,0.40316,0.40288,391666.47,157796.0,350657.77,-225383.23,0.60874,0.13831,751438.0040925804,1387061.0993690703,420010.82496845355
POL-2020748,Fintech-Lending,West,2021,324053,0,0.0,0.0,0.0,5.029784112935016,0.8809999999999999,18.684210526315788,0.6931471805599453,10,0.091,0.16854,0.16843,2667361.7,449256.85,998348.55,674295.55,3.08082,0.0,3363760.154153069,5875248.664132558,1292110.983206628
POL-2020749,Broker-Dealer,Southwest,2023,571239,0,0.0,0.0,0.0,5.869296913133774,0.65325,25.483870967741936,0.0,10,0.388,0.1285,0.12841,1759568.06,225953.89,502119.77,-69119.23,0.879,0.0,1647692.139109283,4029729.5443977825,703606.2472198892
POL-2020750,Asset Manager,National,2023,858399,1,1.0,389467.0,4074.0,7.282692448721343,0.7085,23.5,0.6931471805599453,2,0.097,0.20477,0.20463,1335516.04,273292.12,607315.83,-251083.17,0.7075,0.45371,1800320.6109483098,2000000.0,707315.83
POL-2020751,Insurance Carrier,Southeast,2023,2790424,0,0.0,0.0,0.0,7.236987081090713,0.68625,18.285714285714285,0.0,15,0.254,0.15763,0.15752,4428928.08,697656.01,1550346.69,-1240077.31,0.5556,0.0,4220504.354896622,10130343.869494742,2056863.883474737
POL-2020752,Regional Bank,Southwest,2023,731067,0,0.0,0.0,0.0,7.1493672345793895,0.5235000000000001,25.217391304347824,0.0,2,0.058,0.28361,0.28342,1416626.04,401493.43,892207.63,161140.63,1.22042,0.0,2000000.0,2581907.9788531438,1021303.0289426572
POL-2020753,Community Bank,Midwest,2024,94260,0,0.0,0.0,0.0,4.517431271680085,0.69275,3.888888888888889,0.0,5,0.047,0.10904,0.10897,310375.32,33820.87,75157.49,-19102.51,0.79734,0.0,269847.7503132235,643209.722794241,107317.97613971206
POL-2020754,Asset Manager,Southeast,2020,842746,0,0.0,0.0,0.0,7.363025908625808,0.7120000000000001,2.8,0.6931471805599453,2,0.096,0.14838,0.14827,1221408.52,181103.43,402452.07,-440293.93,0.47755,0.0,1231704.827452493,2000000.0,502452.07
POL-2020755,National Bank,Northeast,2020,105728953,0,0.0,0.0,0.0,9.99811568161491,0.3845,5.2,0.0,50,2.428,0.22449,0.22434,1158806.8,259961.21,577691.58,-105151261.42,0.00546,0.0,1568015.6140846673,2862891.761961672,720836.1680980836
POL-2020756,Custodian Bank,West,2024,19406479,0,0.0,0.0,0.0,8.392060714658685,0.716,8.055555555555555,0.0,50,1.499,0.18321,0.18309,906462.48,165963.62,368808.04,-19037670.96,0.019,0.0,1128274.1177268254,2195821.260147211,478599.10300736054
POL-2020757,Fintech-Lending,West,2022,472559,0,0.0,0.0,0.0,5.765817865575654,0.8482500000000001,1.2820512820512822,0.0,5,0.065,0.16614,0.16603,2483443.02,412316.31,916258.48,443699.48,1.93893,0.0,3360237.619309842,5000000.0,1166258.48
POL-2020758,Broker-Dealer,Northeast,2022,1643113,0,0.0,0.0,0.0,6.153795959025435,0.68975,6.25,0.0,25,0.311,0.10847,0.1084,903333.15,97917.01,217593.35,-1425519.65,0.13243,0.0,771697.1787434905,2078318.3781596166,321509.2689079809
POL-2020759,Community Bank,Midwest,2021,142480,0,0.0,0.0,0.0,5.006627272698717,0.6172500000000001,3.4375,0.0,5,0.15,0.18811,0.18798,210508.21,39572.32,87938.49,-54541.51,0.6172,0.0,245317.31838279404,551733.5624017827,115525.16812008915
POL-2020760,Investment Bank,West,2021,87367726,0,0.0,0.0,0.0,8.636415191266876,0.6112500000000001,21.07142857142857,0.0,250,10.197,0.17468,0.17456,2006317.61,350225.08,778277.96,-86589448.04,0.00891,0.0,2536147.657018279,5015098.619310822,1029032.8909655411
POL-2020761,Fintech-Payments,Southeast,2024,1532103,0,0.0,0.0,0.0,7.0226898170742365,0.7510000000000001,3.7209302325581395,0.0,5,0.204,0.13006,0.12997,2951352.31,383596.28,852436.18,-679666.82,0.55638,0.0,2972542.9120612303,5000000.0,1102436.1800000002
POL-2020762,Broker-Dealer,National,2021,5854520,0,0.0,0.0,0.0,6.189085141191105,0.47175,12.258064516129032,0.0,250,3.2,0.28058,0.28039,5569507.05,1561620.07,3470266.82,-2384253.18,0.59275,0.0,10270060.211980613,19388519.402090188,4439692.790104509
POL-2020763,Community Bank,National,2022,56812,0,0.0,0.0,0.0,4.063885354737392,0.5725,41.66666666666667,0.0,5,0.17,0.23361,0.23345,402976.82,94074.68,209054.85,152242.85,3.67977,0.0,663093.795318811,1157075.2069605484,266908.61034802743
POL-2020764,Broker-Dealer,Midwest,2024,2134231,1,1.0,1867204.0,423690.0,6.946687488983924,0.6925,16.842105263157894,0.0,15,0.719,0.13084,0.13075,1847312.54,241529.88,536733.07,-1597497.93,0.25149,0.87488,1743390.9640343033,4435044.286356514,758485.2843178257
POL-2020765,Insurance Carrier,West,2021,4042115,0,0.0,0.0,0.0,8.142761525888247,0.8725000000000002,4.186046511627907,0.0,5,0.139,0.14876,0.14866,6308985.74,937895.18,2084211.51,-1957903.49,0.51562,0.0,5000000.0,5000000.0,2334211.51
POL-2020766,Broker-Dealer,Midwest,2020,1050708,0,0.0,0.0,0.0,6.511596730194272,0.776,7.959183673469389,0.0,10,0.472,0.11211,0.11203,2423453.28,271509.49,603354.43,-447353.57,0.57424,0.0,1499258.6784702889,4977545.964862918,852231.728243146
POL-2020767,Regional Bank,Northeast,2022,1226400,0,0.0,0.0,0.0,6.739218277158799,0.8055,25.58823529411765,0.0,10,0.477,0.14906,0.14896,1527653.79,227555.07,505677.94,-720722.06,0.41233,0.0,1861725.0186364255,3897319.183577539,700543.899178877
POL-2020768,Regional Bank,West,2022,3059180,0,0.0,0.0,0.0,7.4308256291645645,0.8310000000000001,6.451612903225806,0.0,15,0.47,0.15862,0.15851,6166603.98,977448.37,2172107.49,-887072.51,0.71003,0.0,7630309.333979751,15000000.0,2922107.49
POL-2020769,Community Bank,Northeast,2024,211925,0,0.0,0.0,0.0,4.732683506287051,0.77125,1.8181818181818183,0.0,15,0.422,0.12593,0.12584,1018190.4,128128.48,284729.94,72804.94,1.34354,0.0,934716.80090368,2594745.4598084968,414467.2129904248
POL-2020770,National Bank,Northeast,2020,101694648,0,0.0,0.0,0.0,8.956196229542185,0.6617500000000001,3.9534883720930236,0.0,250,7.037,0.13422,0.13413,2190326.09,293780.5,652845.56,-101041802.44,0.00642,0.0,1767065.9920060684,4701097.551511804,887900.4375755902
POL-2020771,Asset Manager,West,2022,653599,0,0.0,0.0,0.0,6.625657584824257,0.7505,50.425531914893625,0.0,5,0.218,0.21525,0.2151,870926.72,187337.95,416306.55,-237292.45,0.63694,0.0,1368443.4094408918,2231923.6638908545,527902.7331945427
POL-2020772,Insurance Carrier,West,2023,5101878,0,0.0,0.0,0.0,7.585534982410961,0.8145000000000001,4.0,0.0,25,1.064,0.13884,0.13874,705917.1,97939.77,217643.93,-4884234.07,0.04266,0.0,649900.0397017979,1675090.9963273022,301398.4798163651
POL-2020773,Credit Union,Southwest,2024,274548,0,0.0,0.0,0.0,5.173320876373351,0.60075,8.888888888888888,0.0,15,0.285,0.20284,0.2027,260359.97,52774.95,117277.67,-157270.33,0.42717,0.0,393674.78705268545,774806.8671721423,156018.0133586071
POL-2020774,National Bank,West,2020,189049316,0,0.0,0.0,0.0,10.873734131057583,0.7520000000000001,3.043478260869565,0.0,25,0.752,0.11828,0.1182,1561744.07,184597.99,410217.76,-188639098.24,0.00217,0.0,1200797.075842158,3041113.1544237216,562273.4177211861
POL-2020775,Community Bank,Southeast,2022,158914,0,0.0,0.0,0.0,4.696837374513915,0.48300000000000004,29.0,0.0,10,0.161,0.20717,0.20703,1473501.3,305061.12,677913.6,518999.6,4.26591,0.0,1975506.869356232,4619087.458921189,908867.9729460594
POL-2020776,Community Bank,Northeast,2022,137818,0,0.0,0.0,0.0,4.169761201506855,0.7645,18.63636363636364,0.0,25,0.462,0.14862,0.14852,910842.8,135274.43,300609.84,162791.84,2.18121,0.0,903141.2314836452,2284258.544332055,414822.7672166028
POL-2020777,Investment Bank,National,2024,54321778,0,0.0,0.0,0.0,8.733013996750596,0.78625,11.11111111111111,0.0,100,1.657,0.18806,0.18793,4709037.41,884982.07,1966626.82,-52355151.18,0.0362,0.0,6618386.983304615,12990763.752836818,2616165.0076418407
POL-2020778,Broker-Dealer,West,2023,1544522,0,0.0,0.0,0.0,7.783932098919717,0.796,12.1875,0.0,2,0.096,0.16927,0.16915,3054609.01,516694.14,1148209.19,-396312.81,0.74341,0.0,2000000.0,2404526.163552113,1268435.4981776057
POL-2020779,National Bank,Northeast,2024,147152025,0,0.0,0.0,0.0,9.88280003383901,0.7187500000000001,32.5,0.6931471805599453,100,2.571,0.13656,0.13647,700182.8,95551.1,212335.77,-146939689.23,0.00144,0.0,732270.1883556799,1757355.1712454741,300203.5285622737
POL-2020780,Fintech-Payments,Northeast,2022,404179,0,0.0,0.0,0.0,6.109025335847127,0.5245,21.666666666666668,0.0,2,0.08,0.17686,0.17674,132619.72,23439.31,52087.37,-352091.63,0.12887,0.0,189033.8386755545,400994.6596833135,72137.10298416569
POL-2020781,Insurance Carrier,Northeast,2024,12283854,0,0.0,0.0,0.0,8.28217946753154,0.8405000000000001,13.75,1.0986122886681098,25,1.028,0.18591,0.18578,5049015.94,938026.5,2084503.34,-10199350.66,0.16969,0.0,6634927.146883728,13780460.330585547,2773526.3565292777
POL-2020782,Fintech-Payments,Northeast,2021,2318306,0,0.0,0.0,0.0,6.032366538428407,0.9090000000000001,5.75,0.0,50,1.448,0.12086,0.12078,4395625.33,530888.19,1179751.52,-1138554.48,0.50889,0.0,4638297.704130091,10014487.7571775,1680475.907858875
POL-2020783,Regional Bank,West,2020,209406,0,0.0,0.0,0.0,5.810841546949609,0.8190000000000001,10.588235294117647,0.0,2,0.066,0.22655,0.22639,1478792.64,334786.19,743969.32,534563.32,3.55276,0.0,2000000.0,2972825.915952551,892610.6157976275
POL-2020784,Regional Bank,Southeast,2021,318885,0,0.0,0.0,0.0,6.2361738763367525,0.70525,20.76923076923077,0.6931471805599453,2,0.038,0.16745,0.16734,1528551.29,255786.25,568413.89,249528.89,1.7825,0.0,1848462.558199947,2000000.0,668413.89
POL-2020785,Credit Union,Southwest,2021,37466,0,0.0,0.0,0.0,4.8496837630384935,0.6825000000000001,36.5,0.0,1,0.034,0.17767,0.17755,273188.43,48503.47,107785.48,70319.48,2.87689,0.0,389003.25917977263,741729.7478290686,144871.96739145342
POL-2020786,Community Bank,Southwest,2020,26612,0,0.0,0.0,0.0,3.8979240810486444,0.7687499999999999,19.677419354838708,0.0,2,0.043,0.12996,0.12987,715465.73,92920.24,206489.43,179877.43,7.75926,0.0,726646.151120707,1637755.5326590852,288377.20663295424
POL-2020787,Regional Bank,Southwest,2023,439579,0,0.0,0.0,0.0,7.160535299424653,0.5527500000000001,15.555555555555555,0.6931471805599453,1,0.03,0.27003,0.26985,337517.75,91079.14,202398.1,-237180.9,0.46044,0.0,612846.3550285973,1000000.0,252398.1
POL-2020788,Hedge Fund,Southwest,2024,345940,1,1.0,151330.0,30595.0,6.299316826349146,0.6052500000000001,4.0625,0.0,2,0.087,0.18113,0.18101,225947.09,40898.38,90885.29,-255054.71,0.26272,0.43745,333534.84143068874,641574.3959719118,122964.0097985956
POL-2020789,Community Bank,West,2021,408473,0,0.0,0.0,0.0,3.673765816303888,0.6717500000000001,22.5,0.6931471805599453,250,4.903,0.2693,0.26912,1190758.52,320451.56,712114.58,303641.58,1.74336,0.0,2060603.872369479,3823808.3460692973,903304.9973034648
POL-2020790,Asset Manager,Southwest,2024,12029507,0,0.0,0.0,0.0,6.883769916231626,0.7657499999999999,19.761904761904766,0.0,250,11.83,0.14718,0.14708,5197917.32,764509.78,1698910.62,-10330596.38,0.14123,0.0,5344006.379783088,11391508.970976587,2268486.0685488293
POL-2020791,National Bank,Southeast,2022,100797240,0,0.0,0.0,0.0,9.66265725886158,0.66975,11.578947368421051,1.0986122886681098,100,3.297,0.17245,0.17233,9877444.57,1702183.93,3782630.97,-97014609.03,0.03753,0.0,12043556.067968825,26651789.504488606,5115220.44522443
POL-2020792,National Bank,Southeast,2020,84457810,0,0.0,0.0,0.0,9.296508893863225,0.77175,4.4,0.0,100,3.697,0.10558,0.1055,4646666.48,490244.91,1089433.13,-83368376.87,0.0129,0.0,3773280.4854934565,9993038.467640638,1589085.0533820319
POL-2020793,Insurance Carrier,Southeast,2022,76122608,0,0.0,0.0,0.0,8.908735154150579,0.7465,13.666666666666666,0.0,250,11.546,0.12724,0.12715,4311771.68,548250.17,1218333.7,-74904274.3,0.016,0.0,3846665.5828269226,9050741.755009836,1670870.7877504919
POL-2020794,Hedge Fund,Northeast,2020,406528,0,0.0,0.0,0.0,5.0682750735426705,0.8175,2.3529411764705883,0.0,15,0.419,0.13766,0.13756,816364.97,112300.6,249556.89,-156971.11,0.61387,0.0,833963.0853275055,1807064.2192487505,339910.1009624376
POL-2020795,Credit Union,National,2023,20263,0,0.0,0.0,0.0,4.186619838331271,0.7217500000000001,34.1025641025641,0.0,1,0.025,0.1923,0.19217,297356.04,57143.76,126986.13,106723.13,6.2669,0.0,452350.9104800652,805425.6549905626,167257.41274952813
POL-2020796,Fintech-Payments,West,2023,892869,1,1.0,25590.0,14667.0,6.456926629122442,0.7230000000000001,3.3333333333333335,0.6931471805599453,5,0.087,0.19448,0.19435,2297132.11,446443.78,992097.28,99228.28,1.11113,0.02866,3249779.523019637,5000000.0,1242097.28
POL-2020797,Fintech-Payments,Southwest,2020,305648,0,0.0,0.0,0.0,5.37805233456689,0.7800000000000001,33.46153846153846,0.0,5,0.056,0.16602,0.1659,1219604.59,202334.53,449632.3,143984.3,1.47108,0.0,1399204.074428222,3158446.6394702964,607554.6319735148
POL-2020798,Community Bank,National,2022,153820,0,0.0,0.0,0.0,4.231203744939298,0.47,15.405405405405405,0.0,25,1.191,0.20642,0.20628,191124.59,39424.89,87610.86,-66209.14,0.56957,0.0,254816.24789155336,519474.2892305707,113584.57446152854
POL-2020799,Regional Bank,Southeast,2023,456863,0,0.0,0.0,0.0,5.800001332396744,0.8175,11.142857142857142,0.0,10,0.349,0.18714,0.18701,2781670.18,520201.4,1156003.12,699140.12,2.53031,0.0,3655393.504063033,8198979.786153513,1565952.1093076759
POL-2020800,Asset Manager,Southeast,2021,2515648,0,0.0,0.0,0.0,7.173115052429426,0.60625,34.64285714285714,0.0,15,0.713,0.1679,0.16778,1899887.54,318765.21,708367.14,-1807280.86,0.28158,0.0,2280674.2239394197,4960442.099744921,956389.2449872461
POL-2020801,Fintech-Lending,Northeast,2024,106748,1,1.0,70279.0,28776.0,4.258445572902527,0.4815,21.11111111111111,0.0,5,0.224,0.21499,0.21484,596000.55,128047.69,284550.41,177802.41,2.66563,0.65836,787378.9063834168,1650428.2982151487,367071.8249107574
POL-2020802,Fintech-Lending,Northeast,2020,264270,0,0.0,0.0,0.0,4.4355674016019115,0.7622500000000001,5.777777777777778,0.0,15,0.32,0.12482,0.12473,1560827.48,194682.39,432627.54,168357.54,1.63707,0.0,1650844.5872179482,4370338.3661825545,651144.4583091277
POL-2020803,Community Bank,National,2024,88897,0,0.0,0.0,0.0,4.613138355637268,0.8690000000000001,27.25,0.0,5,0.198,0.16033,0.16022,1632902.47,261617.14,581371.43,492474.43,6.53983,0.0,1797802.1970940465,3716561.7574503003,767199.5178725151
POL-2020804,Asset Manager,Southeast,2020,611988,0,0.0,0.0,0.0,6.415424237852311,0.44250000000000006,6.097560975609756,0.0,5,0.192,0.2243,0.22415,2524210.75,565796.76,1257326.13,645338.13,2.05449,0.0,4032254.869378612,5039410.993740859,1509296.679687043
POL-2020805,Community Bank,Northeast,2022,94044,0,0.0,0.0,0.0,4.351567427189173,0.8765000000000002,21.627906976744185,0.0,10,0.055,0.11548,0.1154,838128.13,96716.78,214926.17,120882.17,2.28538,0.0,654428.5177774032,1984796.9694302522,314166.0184715126
POL-2020806,Broker-Dealer,Northeast,2022,440271,0,0.0,0.0,0.0,6.469405343538196,0.862,3.235294117647059,0.0,2,0.089,0.07913,0.07908,1739332.72,137541.12,305646.93,-134624.07,0.69422,0.0,819810.3859903549,2000000.0,405646.93
POL-2020807,Regional Bank,West,2024,581673,0,0.0,0.0,0.0,5.43372200355424,0.5115000000000001,37.43589743589744,0.0,25,1.166,0.31662,0.3164,981568.74,310572.61,690161.35,108488.35,1.18651,0.0,1924097.6833195724,3219657.8786871317,851144.2439343566
POL-2020808,National Bank,Midwest,2020,301327536,0,0.0,0.0,0.0,10.080662555177204,0.7570000000000001,8.444444444444445,1.0986122886681098,250,1.337,0.15781,0.15771,6654339.17,1049432.96,2332073.26,-298995462.74,0.00774,0.0,9003807.726531526,17383023.252997503,3201224.422649875
POL-2020809,Hedge Fund,West,2022,198358,1,1.0,148872.0,75587.0,6.000919705878737,0.7180000000000001,11.304347826086955,0.0,1,0.025,0.30603,0.30582,434791.92,132968.98,295486.63,97128.63,1.48966,0.75052,772514.8447112311,1229647.8725866866,356969.02362933435
POL-2020810,Fintech-Payments,Northeast,2024,233029,1,1.0,127648.0,46086.0,4.919980925828125,0.80425,11.818181818181817,0.6931471805599453,5,0.229,0.17111,0.17099,432654.21,73979.17,164398.16,-68630.84,0.70548,0.54778,552075.4806830408,1318710.3242136731,230333.67621068365
POL-2020811,Regional Bank,West,2020,724690,0,0.0,0.0,0.0,7.500861105361856,0.61475,49.28571428571428,0.0,1,0.025,0.33479,0.33456,3706827.81,1240141.82,2755870.7,2031180.7,3.80283,0.0,1000000.0,2000000.0,2855870.7
POL-2020812,Insurance Carrier,Northeast,2023,728291,0,0.0,0.0,0.0,7.041674096547924,0.9127500000000001,6.304347826086957,0.0,2,0.046,0.11853,0.11845,876092.27,103772.4,230605.34,-497685.66,0.31664,0.0,713725.5254299209,1281948.7045342189,294702.77522671095
POL-2020813,Credit Union,Southeast,2022,91105,0,0.0,0.0,0.0,3.380994674344636,0.7620000000000001,5.416666666666667,0.0,50,2.499,0.13961,0.13952,454248.82,63375.61,140834.68,49729.68,1.54585,0.0,442450.36189193063,997312.3286742629,190700.29643371314
POL-2020814,National Bank,Southeast,2020,198832760,0,0.0,0.0,0.0,10.543326251687674,0.6565000000000001,3.414634146341464,0.0,50,1.109,0.13461,0.13452,10126545.08,1362214.52,3027143.38,-195805616.62,0.01522,0.0,9782565.793658245,26680311.240754325,4361158.9420377165
POL-2020815,Community Bank,Southeast,2021,172973,0,0.0,0.0,0.0,4.4331949212482815,0.6025,60.41666666666667,0.6931471805599453,25,0.976,0.18431,0.18419,677160.04,124723.06,277162.36,104189.36,1.60234,0.0,870700.4023077697,1591117.8893076384,356718.2544653819
POL-2020816,Hedge Fund,Southeast,2022,5766825,0,0.0,0.0,0.0,6.725393721388161,0.619,0.9090909090909091,0.6931471805599453,100,4.247,0.1399,0.1398,716534.27,100173.22,222607.15,-5544217.85,0.0386,0.0,797156.6433935752,1882672.0074897418,316740.7503744871
POL-2020817,Regional Bank,Southwest,2021,632654,0,0.0,0.0,0.0,6.9505273708260065,0.752,9.30232558139535,0.6931471805599453,2,0.071,0.23492,0.23476,409393.77,96110.59,213579.08,-419074.92,0.33759,0.0,600286.1038339321,945867.7839288318,260872.46919644158
POL-2020818,Credit Union,Southeast,2022,24343,0,0.0,0.0,0.0,3.912023005428146,0.79525,5.862068965517242,0.0,2,0.025,0.13051,0.13042,612619.4,79895.79,177546.2,153203.2,7.29352,0.0,710243.0031937012,1503136.945358471,252703.04726792357
POL-2020819,Regional Bank,Northeast,2020,1053652,0,0.0,0.0,0.0,6.84587987526405,0.8495,10.681818181818183,0.0,5,0.178,0.15773,0.15762,383834.29,60499.44,134443.2,-919208.8,0.1276,0.0,424905.07030628773,1017160.6787699964,185301.23393849982
POL-2020820,Fintech-Lending,Southeast,2021,776218,1,1.0,580339.0,0.0,5.762994334288047,0.8350000000000001,17.575757575757574,0.0,10,0.263,0.15268,0.15257,1975100.74,301349.41,669665.36,-106552.64,0.86273,0.74765,2339910.332081201,5505582.107969657,944944.4653984827
POL-2020821,Regional Bank,Midwest,2021,3611121,0,0.0,0.0,0.0,7.113386378545049,0.8019999999999999,6.666666666666667,0.0,25,1.194,0.16127,0.16116,4991100.0,804379.17,1787509.27,-1823611.73,0.495,0.0,6199059.202092102,14472420.247587137,2511130.282379357
POL-2020822,National Bank,Northeast,2021,305335985,0,0.0,0.0,0.0,9.800834479556542,0.72425,5.744680851063831,0.0,500,23.151,0.10802,0.10795,1086923.47,117333.98,260742.18,-305075242.82,0.00085,0.0,776323.228171015,2367997.268161848,379142.0434080924
POL-2020823,Community Bank,National,2024,98273,1,1.0,27489.0,18362.0,4.729156165769083,0.766,8.620689655172415,0.0,5,0.097,0.217,0.21685,572794.35,124212.96,276028.81,177755.81,2.8088,0.27972,869552.3629247966,1525620.573612184,352309.8386806092
POL-2020824,Fintech-Lending,Midwest,2022,98295,0,0.0,0.0,0.0,4.694096395182493,0.5202500000000001,4.390243902439025,0.6931471805599453,2,0.025,0.20395,0.20381,317918.67,64795.72,143990.49,45695.49,1.46488,0.0,469912.67723120376,909613.3921940973,189471.15960970486
POL-2020825,Fintech-Lending,West,2021,1313429,0,0.0,0.0,0.0,5.82363743646448,0.87675,4.878048780487806,0.0,25,1.248,0.11432,0.11424,1862983.4,212828.83,472952.96,-840476.04,0.36009,0.0,1769644.7370479733,5015717.095875836,723738.8147937919
POL-2020826,Fintech-Lending,Midwest,2024,300268,0,0.0,0.0,0.0,5.116195789756748,0.77375,24.137931034482758,0.0,10,0.457,0.22503,0.22487,1993278.51,448232.43,996072.08,695804.08,3.31728,0.0,3166698.8065790706,5459513.296756551,1269047.7448378275
