policy_id,sub_sector,primary_regulator,region,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,had_claim,log_revenue,log_employees,control_gap,vendor_risk,retention_ratio,regulator_mismatch,strong_controls
POL-2020781,8,5,2,2024,3951.8,11113,6689.3,25,1.028,12283854,0,False,0.0,-1,55,3,71.4,1,1,3.9,2,0,8.28217946753154,9.315960853839867,1.1,15.729999999999995,0.041120000000000004,0,1
POL-2020782,6,0,2,2021,415.7,717,1173.6,50,1.448,2318306,0,True,0.0,-1,23,3,98.8,1,1,3.9,0,0,6.032366538428407,6.576469569048224,1.1,0.27600000000000025,0.02896,0,1
POL-2020783,11,5,5,2020,332.9,719,3576.7,2,0.066,209406,0,True,0.0,4,36,4,82.0,1,1,3.3,0,0,5.810841546949609,6.579251212010101,1.7000000000000002,6.480000000000002,0.033,0,1
POL-2020784,11,1,3,2021,509.9,900,7028.4,2,0.038,318885,0,True,0.0,4,54,4,62.1,1,1,2.5,1,0,6.2361738763367525,6.803505257608338,2.5,20.466,0.019,0,1
POL-2020785,3,4,4,2021,126.7,301,134.4,1,0.034,37466,0,True,0.0,0,146,2,68.2,1,0,3.9,0,0,4.8496837630384935,5.71042701737487,1.1,46.42799999999999,0.034,0,0
POL-2020786,2,2,4,2020,48.3,251,392.5,2,0.043,26612,0,True,0.0,1,61,3,71.5,1,1,3.0,0,0,3.8979240810486444,5.529429087511423,2.0,17.385,0.0215,0,1
POL-2020787,11,5,4,2023,1286.6,3229,13084.1,1,0.03,439579,0,True,0.0,3,42,1,77.9,0,1,2.6,1,0,7.160535299424653,8.080237416216702,2.4,9.281999999999998,0.03,0,0
POL-2020788,7,3,4,2024,543.2,1865,1205.4,2,0.087,345940,1,False,0.0,-1,13,4,62.9,1,0,3.1,0,1,6.299316826349146,7.531552381407289,1.9,4.823,0.0435,0,0
POL-2020789,2,2,5,2021,38.4,212,512.0,250,4.903,408473,0,True,0.0,6,45,3,67.9,1,1,1.9,1,0,3.673765816303888,5.3612921657094255,3.1,14.444999999999999,0.019611999999999997,0,1
POL-2020790,0,5,4,2024,975.3,4453,2227.8,250,11.83,12029507,1,False,181.9,-1,83,2,95.1,1,0,4.1,0,0,6.883769916231626,8.401557847817314,0.9000000000000004,4.067000000000004,0.04732,0,0
POL-2020791,10,5,3,2022,15718.5,52005,154925.7,100,3.297,100797240,0,True,0.0,3,22,3,70.3,1,1,1.8,2,0,9.66265725886158,10.859114375522656,3.2,6.534000000000001,0.03297,0,1
POL-2020792,10,3,3,2020,10898.9,38234,90545.9,100,3.697,84457810,0,True,0.0,1,22,3,91.9,0,1,4.9,0,0,9.296508893863225,10.551506605478325,0.09999999999999964,1.7819999999999991,0.03697,0,0
POL-2020793,8,6,3,2022,7395.3,23959,13660.4,250,11.546,76122608,0,False,0.0,-1,41,2,65.8,1,1,2.9,0,0,8.908735154150579,10.084141052229386,2.1,14.022000000000004,0.046183999999999996,0,1
POL-2020794,7,5,2,2020,157.9,762,434.6,15,0.419,406528,1,False,0.0,-1,8,0,81.4,1,1,3.3,0,0,5.0682750735426705,6.637258031284457,1.7000000000000002,1.4879999999999995,0.02793333333333333,0,1
POL-2020795,3,4,1,2023,64.8,480,175.2,1,0.025,20263,0,True,0.0,3,133,0,87.1,1,0,3.8,0,0,4.186619838331271,6.175867270105761,1.2000000000000002,17.157,0.025,0,0
POL-2020796,6,0,5,2023,636.1,2295,1021.1,5,0.087,892869,0,True,0.0,-1,13,2,87.6,1,0,3.8,1,1,6.456926629122442,7.738923757439457,1.2000000000000002,1.6120000000000014,0.0174,0,0
POL-2020797,6,7,4,2020,215.6,919,337.0,5,0.056,305648,0,True,0.0,-1,87,0,92.0,1,1,2.5,0,0,5.37805233456689,6.824373670043086,2.5,6.959999999999996,0.0112,0,1
POL-2020798,2,6,1,2022,67.8,303,751.4,25,1.191,153820,0,True,0.0,2,57,1,72.8,0,0,3.6,0,0,4.231203744939298,5.717027701406222,1.4,15.504000000000001,0.04764,0,0
POL-2020799,11,5,3,2023,329.3,1253,3632.2,10,0.349,456863,0,True,0.0,5,39,4,78.2,1,1,3.4,0,0,5.800001332396744,7.134093721192866,1.6,8.501999999999999,0.0349,0,1
POL-2020800,0,3,3,2021,1302.9,5110,2231.0,15,0.713,2515648,1,False,15.5,-1,97,0,76.1,1,0,2.7,0,0,7.173115052429426,8.53915035876828,2.3,23.18300000000001,0.04753333333333333,0,0
POL-2020801,5,6,2,2024,69.7,257,92.7,5,0.224,106748,0,False,0.0,-1,38,3,58.2,1,0,1.7,0,1,4.258445572902527,5.552959584921617,3.3,15.883999999999997,0.0448,0,0
POL-2020802,5,6,2,2020,83.4,488,241.2,15,0.32,264270,0,False,0.0,-1,26,2,84.1,1,0,4.4,0,0,4.4355674016019115,6.192362489474872,0.5999999999999996,4.134,0.021333333333333333,0,0
POL-2020803,2,5,1,2024,99.8,494,1328.3,5,0.198,88897,0,True,0.0,2,109,0,82.8,1,1,3.9,0,0,4.613138355637268,6.20455776256869,1.1,18.748000000000005,0.0396,0,1
POL-2020804,0,5,3,2020,610.2,2346,888.2,5,0.192,611988,0,False,25.5,-1,25,4,49.0,0,0,4.0,0,0,6.415424237852311,7.760893195851024,1.0,12.75,0.038400000000000004,0,0
POL-2020805,2,1,2,2022,76.6,319,962.7,10,0.055,94044,0,True,0.0,6,93,4,76.2,1,1,4.2,0,0,4.351567427189173,5.768320995793772,0.7999999999999998,22.134,0.0055,0,1
POL-2020806,1,6,2,2022,644.1,1622,1725.6,2,0.089,440271,0,False,0.0,-1,11,2,99.2,1,1,3.3,0,0,6.469405343538196,7.392031567514591,1.7000000000000002,0.08800000000000008,0.0445,0,1
POL-2020807,11,4,5,2024,228.0,679,3033.5,25,1.166,581673,0,True,0.0,0,146,0,83.0,0,0,3.8,0,0,5.43372200355424,6.522092798170152,1.2000000000000002,24.820000000000007,0.046639999999999994,1,0
POL-2020808,10,5,0,2020,23875.8,72775,223229.5,250,1.337,301327536,0,True,0.0,1,38,4,82.0,1,0,4.4,2,0,10.080662555177204,11.195141509501898,0.5999999999999996,6.840000000000002,0.0053479999999999995,0,0
POL-2020809,7,7,5,2022,402.8,776,792.9,1,0.025,198358,1,False,0.0,-1,26,3,76.8,1,1,2.2,0,1,6.000919705878737,6.655440350367647,2.8,6.032,0.025,0,1
POL-2020810,6,6,2,2024,136.0,412,200.7,5,0.229,233029,0,True,0.0,-1,39,4,79.3,1,1,3.2,1,1,4.919980925828125,6.023447592961033,1.7999999999999998,8.073000000000002,0.0458,0,1
POL-2020811,11,5,5,2020,1808.6,5742,23661.4,1,0.025,724690,0,True,0.0,2,69,3,64.3,1,1,1.3,0,0,7.500861105361856,8.655737000864297,3.7,24.633,0.025,0,1
POL-2020812,8,5,2,2023,1142.3,2997,2244.7,2,0.046,728291,0,False,0.0,-1,29,1,81.1,1,1,4.5,0,0,7.041674096547924,8.005700678662542,0.5,5.481000000000002,0.023,0,1
POL-2020813,3,4,3,2022,28.4,86,78.6,50,2.499,91105,0,True,0.0,2,13,4,91.2,1,1,2.3,0,0,3.380994674344636,4.465908118654584,2.7,1.1439999999999997,0.049980000000000004,0,1
POL-2020814,10,5,3,2020,37922.5,170704,470007.8,50,1.109,198832760,0,True,0.0,1,14,3,74.6,0,1,4.0,0,0,10.543326251687674,12.047692199507626,1.0,3.556,0.02218,0,0
POL-2020815,2,0,3,2021,83.2,248,1153.8,25,0.976,172973,0,True,0.0,3,145,4,87.4,1,0,2.3,1,0,4.4331949212482815,5.517452896464707,2.7,18.269999999999985,0.03904,0,0
POL-2020816,7,6,3,2022,832.3,4456,2180.7,100,4.247,5766825,1,False,0.0,-1,3,0,65.2,1,0,3.2,1,0,6.725393721388161,8.402231172946555,1.7999999999999998,1.044,0.04247,0,0
POL-2020817,11,5,4,2021,1042.7,5298,12464.1,2,0.071,632654,0,True,0.0,1,40,1,86.4,1,0,4.2,1,0,6.9505273708260065,8.575273402492762,0.7999999999999998,5.439999999999996,0.0355,0,0
POL-2020818,3,4,3,2022,49.0,269,58.8,2,0.025,24343,0,True,0.0,5,17,0,88.5,1,1,2.8,0,0,3.912023005428146,5.598421958998375,2.2,1.9549999999999998,0.0125,0,1
POL-2020819,11,0,2,2020,939.0,4121,8228.3,5,0.178,1053652,0,True,0.0,0,47,1,62.2,1,1,4.3,0,0,6.84587987526405,8.324093761450404,0.7000000000000002,17.766000000000002,0.0356,1,1
POL-2020820,5,7,3,2021,317.3,1945,530.6,10,0.263,776218,0,False,0.0,-1,58,0,91.6,1,1,3.2,0,1,5.762994334288047,7.57353126274595,1.7999999999999998,4.872000000000004,0.0263,0,1
POL-2020821,11,5,0,2021,1227.3,4221,13061.9,25,1.194,3611121,0,True,0.0,2,20,2,88.0,1,1,2.9,0,0,7.113386378545049,8.348064228408266,2.1,2.4,0.04776,0,1
POL-2020822,10,1,2,2021,18047.8,70307,214091.2,500,23.151,305335985,0,True,0.0,0,27,1,82.5,0,1,4.6,0,0,9.800834479556542,11.16064086933279,0.40000000000000036,4.725000000000001,0.046302,0,0
POL-2020823,2,7,1,2024,112.2,515,1379.6,5,0.097,98273,0,True,0.0,2,25,0,76.8,1,1,2.8,0,1,4.729156165769083,6.246106765481563,2.2,5.8,0.0194,0,1
POL-2020824,5,6,0,2022,108.3,219,186.1,2,0.025,98295,0,False,0.0,-1,18,1,80.1,0,0,4.0,1,0,4.694096395182493,5.393627546352362,1.0,3.582000000000001,0.0125,0,0
POL-2020825,5,6,5,2021,337.2,1134,873.4,25,1.248,1313429,0,False,0.0,-1,20,0,82.7,1,1,4.0,0,0,5.82363743646448,7.034387929915503,1.0,3.4599999999999986,0.04992,0,1
POL-2020826,5,7,0,2024,165.7,532,238.5,10,0.457,300268,0,False,0.0,-1,70,2,79.9,1,1,2.8,0,0,5.116195789756748,6.278521424165844,2.2,14.069999999999997,0.045700000000000005,0,1
POL-2020827,3,4,5,2023,46.6,182,107.5,5,0.189,37831,0,True,0.0,3,50,0,72.3,1,0,3.4,0,0,3.8628327612373745,5.209486152841421,1.6,13.850000000000001,0.0378,0,0
POL-2020828,0,7,0,2021,497.0,1979,1487.8,5,0.103,581522,1,False,13.1,-1,14,2,97.5,1,1,2.5,0,1,6.210600077024653,7.590852123688581,2.5,0.3500000000000003,0.0206,0,1
POL-2020829,11,5,4,2023,1730.1,5173,17612.1,2,0.073,927249,0,True,0.0,1,28,3,93.0,1,1,3.7,0,0,7.456512323582683,8.551401362745974,1.2999999999999998,1.9599999999999986,0.0365,0,1
POL-2020830,9,5,3,2022,3458.1,15654,39168.5,5,0.072,4586896,1,False,0.0,4,20,0,92.2,1,1,2.3,0,0,8.148763718608901,9.658545633760506,2.7,1.5599999999999992,0.0144,0,1
POL-2020831,5,0,3,2024,394.3,764,524.1,1,0.049,236054,0,False,0.0,-1,20,0,83.2,1,1,2.4,0,0,5.9796449703026395,6.639875833826536,2.6,3.3599999999999985,0.049,0,1
POL-2020832,7,6,1,2022,481.9,3348,972.7,5,0.214,724379,1,False,0.0,-1,34,2,73.6,1,0,5.0,0,0,6.179809592879496,8.116417072794205,0.0,8.976,0.0428,0,0
POL-2020833,11,6,0,2024,348.2,1243,3531.5,25,0.374,1081906,0,True,0.0,5,23,4,92.7,0,0,3.7,1,0,5.855644823965447,7.126087273299125,1.2999999999999998,1.678999999999999,0.01496,1,0
POL-2020834,8,3,4,2020,1094.4,6101,2035.3,10,0.442,1727994,0,False,0.0,-1,44,1,82.4,1,0,3.1,1,0,6.998874872349621,8.716371865276615,1.9,7.743999999999997,0.0442,0,0
POL-2020835,0,4,4,2024,401.0,1031,692.6,10,0.228,548566,1,False,6.7,-1,23,2,44.5,1,1,3.7,1,1,5.996452088619021,6.939253946041508,1.2999999999999998,12.764999999999999,0.0228,0,1
POL-2020836,2,5,0,2023,88.7,452,1217.4,5,0.123,88994,0,True,0.0,2,15,3,52.7,0,1,3.0,1,1,4.49647076906475,6.115892125483034,2.0,7.095,0.0246,0,0
POL-2020837,8,2,4,2023,3551.2,10023,4777.5,5,0.2,3102017,0,False,0.0,-1,33,4,87.5,1,1,4.1,0,0,8.175322408833226,9.212737496575905,0.9000000000000004,4.125,0.04,0,1
POL-2020838,6,6,2,2024,486.7,3612,834.0,10,0.104,1134706,0,True,0.0,-1,56,1,85.2,1,0,3.0,1,0,6.189700462716007,8.19229373114764,2.0,8.288,0.0104,0,0
POL-2020839,2,7,3,2024,150.9,331,2055.5,50,2.108,630235,0,True,0.0,6,152,0,93.1,1,1,3.2,0,0,5.023222409601727,5.805134968916488,1.7999999999999998,10.48800000000001,0.04216,0,1
POL-2020840,11,1,3,2024,443.9,2026,5292.5,50,0.799,1668874,0,True,0.0,0,123,3,76.1,1,0,2.2,0,0,6.097849537811996,7.614312146452,2.8,29.397000000000013,0.01598,0,0
POL-2020841,1,2,3,2020,458.2,2122,1082.4,1,0.025,246782,1,False,0.0,-1,127,2,79.6,1,1,4.6,0,0,6.129485845005356,7.660585461703256,0.40000000000000036,25.90800000000001,0.025,0,1
POL-2020842,11,7,4,2024,700.4,3709,10088.9,5,0.071,812261,0,True,0.0,2,43,0,75.8,1,1,2.8,0,0,6.5530783377060775,8.21878715560148,2.2,10.405999999999999,0.014199999999999999,1,1
POL-2020843,8,6,4,2023,1220.2,4492,1409.3,50,1.802,5037834,0,False,0.0,-1,24,4,80.4,1,1,4.4,0,0,7.107589260860723,8.41027590907016,0.5999999999999996,4.703999999999999,0.03604,0,1
POL-2020844,2,6,3,2021,108.3,368,1119.7,15,0.699,212429,0,True,0.0,0,44,1,68.0,1,0,3.0,1,0,4.694096395182493,5.910796644040527,2.0,14.079999999999998,0.046599999999999996,0,0
POL-2020845,1,2,5,2021,713.5,3657,1922.4,50,2.306,4009897,1,False,0.0,-1,15,0,64.2,1,1,3.1,0,0,6.571582997369922,8.204671828950811,1.9,5.37,0.04612,0,1
POL-2020846,5,0,4,2023,170.0,745,381.7,25,0.486,609664,0,False,0.0,-1,36,3,82.3,1,0,4.0,0,0,5.14166355650266,6.61472560020376,1.0,6.372000000000002,0.01944,0,0
POL-2020847,9,1,5,2021,5508.6,20776,66791.2,250,2.456,78774883,1,False,0.0,0,17,4,73.9,1,1,3.1,0,0,8.614247304230489,9.941601884644786,1.9,4.4369999999999985,0.009824,0,1
POL-2020848,5,6,2,2021,196.6,724,561.5,10,0.398,427327,0,False,0.0,-1,76,1,71.5,0,1,2.9,0,0,5.286244785313768,6.586171654854675,2.1,21.660000000000004,0.0398,0,0
POL-2020849,6,6,0,2020,261.4,1128,298.4,25,1.066,928568,0,True,0.0,-1,104,4,69.2,1,1,3.6,1,0,5.5698700570699335,7.029087564149662,1.4,32.032,0.042640000000000004,0,1
POL-2020850,0,4,1,2023,293.3,957,807.7,15,0.414,583772,1,False,44.5,-1,18,4,66.9,0,1,3.7,0,0,5.684599655239428,6.86484777797086,1.2999999999999998,5.957999999999999,0.0276,0,0
POL-2020851,11,4,4,2020,300.7,1127,3239.2,5,0.188,262895,0,True,0.0,6,86,0,88.1,1,0,3.9,0,0,5.709433146165015,7.028201432058005,1.1,10.234000000000009,0.0376,1,0
POL-2020852,8,3,2,2023,5199.1,18684,15101.3,50,0.529,21457450,0,False,0.0,-1,95,3,67.9,1,1,1.5,2,0,8.55643313515384,9.835476341919584,3.5,30.494999999999994,0.01058,0,1
POL-2020853,0,5,3,2023,558.8,858,1010.7,15,0.176,1267090,1,False,1.6,-1,28,4,60.9,1,1,4.3,0,0,6.327579577081353,6.755768921984255,0.7000000000000002,10.948,0.011733333333333333,0,1
POL-2020854,11,1,4,2024,560.7,1907,6888.2,15,0.499,1124362,0,True,0.0,3,8,2,94.0,1,1,3.6,1,0,6.330967899538387,7.553810852008231,1.4,0.4800000000000004,0.03326666666666667,0,1
POL-2020855,11,2,3,2023,345.6,2754,4693.5,5,0.084,407960,0,True,0.0,0,63,0,86.8,1,0,1.6,0,0,5.848171377281505,7.9211727215870145,3.4,8.316,0.016800000000000002,1,0
POL-2020856,2,1,1,2021,43.6,251,372.2,1,0.042,17719,0,True,0.0,2,102,1,89.0,1,1,4.3,0,0,3.7977338590260183,5.529429087511423,0.7000000000000002,11.219999999999999,0.042,0,1
POL-2020857,6,7,5,2022,346.9,1587,668.5,2,0.099,322308,0,True,0.0,-1,10,4,72.3,0,1,2.6,0,0,5.8519150821578965,7.370230641807081,2.4,2.7700000000000005,0.0495,0,0
POL-2020858,2,0,2,2022,93.2,572,859.9,1,0.048,34277,0,True,0.0,6,185,1,85.2,1,1,1.8,0,0,4.545420181582317,6.35088571671474,3.2,27.380000000000003,0.048,0,1
POL-2020859,6,7,4,2024,677.8,5313,783.1,1,0.025,327445,0,True,0.0,-1,13,2,70.0,1,1,5.0,0,0,6.5203265333600715,8.57810012631976,0.0,3.9000000000000004,0.025,0,1
POL-2020860,4,1,0,2024,12934.5,58757,183099.8,25,0.972,32873103,0,False,0.3,3,62,4,76.4,1,0,2.3,0,0,9.467730748685575,10.98118259294885,2.7,14.632,0.03888,0,0
POL-2020861,8,0,1,2022,3091.8,12997,7507.6,25,0.59,7035459,0,False,0.0,-1,72,4,69.5,1,1,1.9,1,0,8.036832108454066,9.472550778454295,3.1,21.960000000000004,0.0236,0,1
POL-2020862,3,4,3,2023,95.4,312,151.3,15,0.619,140641,0,True,0.0,1,7,3,57.4,1,1,1.6,0,0,4.5685062016165,5.746203190540153,3.4,2.982,0.04126666666666667,0,1
POL-2020863,11,5,5,2020,1154.0,4970,14361.7,15,0.744,2636342,0,True,0.0,0,226,0,99.6,1,1,2.7,0,0,7.051855622955894,8.511376306094673,2.3,0.9040000000000008,0.0496,0,1
POL-2020864,2,4,1,2023,67.8,263,701.6,1,0.04,23449,0,True,0.0,4,10,1,90.7,1,0,3.1,3,0,4.231203744939298,5.575949103146316,1.9,0.9299999999999997,0.04,0,0
POL-2020865,6,7,3,2024,160.0,599,409.1,25,1.216,676077,0,True,0.0,-1,27,2,64.6,1,1,3.7,0,0,5.081404364984463,6.396929655216146,1.2999999999999998,9.558000000000003,0.048639999999999996,0,1
POL-2020866,11,7,5,2021,209.4,1497,2219.6,15,0.142,449442,0,True,0.0,4,22,1,85.8,1,1,3.4,0,1,5.349010480863555,7.311886164077165,1.6,3.1240000000000006,0.009466666666666667,1,1
POL-2020867,5,7,3,2020,267.8,1916,476.2,15,0.481,778295,0,False,0.0,-1,19,1,83.6,1,1,4.1,1,0,5.5939676086489944,7.558516743045645,0.9000000000000004,3.1160000000000005,0.03206666666666667,0,1
POL-2020868,5,6,4,2021,133.2,250,201.5,1,0.049,71276,0,False,0.0,-1,9,2,69.7,1,1,3.7,0,0,4.8993312245375815,5.5254529391317835,1.2999999999999998,2.7269999999999994,0.049,0,1
POL-2020869,9,1,4,2024,5010.8,32437,57803.7,250,11.492,68664788,1,False,0.0,0,10,2,69.4,1,1,4.2,0,0,8.519550410989917,10.387085854047635,0.7999999999999998,3.0599999999999996,0.045968,0,1
POL-2020870,0,3,4,2024,450.5,1077,839.5,5,0.027,530322,0,False,4.5,-1,11,0,87.3,1,1,3.4,0,0,6.11257537285704,6.982862751468942,1.6,1.397,0.0054,0,1
POL-2020871,11,3,0,2022,672.8,2717,6995.9,2,0.089,455239,0,True,0.0,6,106,4,93.9,1,1,4.2,0,0,6.512933330972452,7.907651594711089,0.7999999999999998,6.465999999999994,0.0445,0,1
POL-2020872,7,4,3,2023,714.1,2696,805.8,2,0.025,597222,1,False,0.0,-1,51,0,86.0,1,1,2.2,0,0,6.57242239305435,7.89989532313973,2.8,7.140000000000001,0.0125,0,1
POL-2020873,8,0,4,2023,4458.3,23137,11367.1,100,1.154,26951759,0,False,0.0,-1,85,4,87.3,1,0,3.5,0,0,8.402747082023419,10.049231566588833,1.5,10.795,0.01154,0,0
POL-2020874,11,5,3,2020,1006.0,3300,10653.6,100,0.726,5940232,0,True,0.0,5,48,4,78.9,0,0,2.9,1,0,6.914730892718563,8.101980731853192,2.1,10.127999999999998,0.00726,0,0
POL-2020875,8,0,1,2022,3216.1,38843,4538.7,10,0.27,4870640,0,False,0.0,-1,26,0,80.9,1,0,2.2,0,0,8.076235611617575,10.567308903714245,2.8,4.965999999999998,0.027000000000000003,0,0
POL-2020876,8,0,1,2021,3422.5,14533,4492.1,100,2.121,21664983,0,False,0.0,-1,9,0,99.1,1,0,3.9,1,0,8.138418698561118,9.584246011176582,1.1,0.08100000000000007,0.02121,0,0
POL-2020877,2,3,2,2023,126.9,580,1142.0,5,0.073,134525,0,True,0.0,0,103,0,84.5,1,0,3.5,0,0,4.851248708584797,6.364750756851911,1.5,15.965000000000003,0.014599999999999998,0,0
POL-2020878,10,5,4,2024,35023.5,171332,345731.4,250,6.411,460027904,0,True,0.0,4,9,2,98.1,1,1,3.0,0,0,10.463803095585824,12.051364310242008,2.0,0.17100000000000015,0.025643999999999997,0,1
POL-2020879,5,6,2,2024,267.3,1673,332.1,5,0.23,344856,0,False,0.0,-1,33,0,92.0,1,0,4.2,1,0,5.592105757431579,7.422971251049421,0.7999999999999998,2.639999999999999,0.046,0,0
POL-2020880,2,7,1,2021,54.9,316,619.3,2,0.025,26220,0,True,0.0,4,8,0,87.2,0,0,4.1,0,0,4.023564380161053,5.75890177387728,0.9000000000000004,1.024,0.0125,0,0
POL-2020881,11,6,1,2020,694.4,1787,8861.6,10,0.322,1142558,0,True,0.0,6,14,1,89.3,1,1,2.7,0,0,6.544487219573761,7.488852955733459,2.3,1.4979999999999998,0.0322,1,1
POL-2020882,11,4,5,2023,497.5,2434,4716.6,100,0.791,3293481,0,True,0.0,5,19,1,73.9,1,1,3.7,0,0,6.211603589401893,7.79770203551669,1.2999999999999998,4.958999999999998,0.00791,1,1
POL-2020883,2,1,1,2021,197.0,869,1598.8,5,0.214,198684,0,True,0.0,2,50,0,80.9,1,1,3.9,0,1,5.288267030694535,6.76849321164863,1.1,9.549999999999997,0.0428,0,1
POL-2020884,2,4,1,2022,185.8,767,2769.3,2,0.049,96819,0,True,0.0,5,150,0,66.2,1,1,4.1,0,0,5.230038525794742,6.643789733147672,0.9000000000000004,50.699999999999996,0.0245,0,1
POL-2020885,3,4,2,2024,63.5,257,87.5,2,0.025,32848,0,True,0.0,6,51,3,86.3,1,0,2.8,0,0,4.1666652238017265,5.552959584921617,2.2,6.987,0.0125,0,0
POL-2020886,2,7,0,2023,43.6,246,478.9,5,0.045,34078,0,True,0.0,4,23,2,66.3,0,0,4.4,0,0,3.7977338590260183,5.5093883366279774,0.5999999999999996,7.751000000000002,0.009,0,0
POL-2020887,3,4,0,2023,55.2,165,113.8,1,0.035,18821,0,True,0.0,5,77,2,74.5,1,1,3.6,1,0,4.028916756899646,5.111987788356544,1.4,19.635,0.035,0,1
POL-2020888,5,7,2,2023,467.2,1506,1010.6,50,1.881,2244086,0,False,0.0,-1,31,3,96.5,1,1,4.1,0,0,6.148895555056811,7.317876198626496,0.9000000000000004,1.0850000000000009,0.03762,0,1
POL-2020889,3,4,1,2021,42.9,156,107.8,10,0.411,64011,0,True,0.0,5,21,4,77.9,1,0,2.5,1,0,3.7819143200811256,5.056245805348308,2.5,4.640999999999999,0.0411,0,0
POL-2020890,11,5,1,2022,293.8,2208,2415.1,5,0.121,254806,0,True,0.0,4,21,4,97.9,1,1,3.6,0,0,5.686297160315181,7.700295203420117,1.4,0.44099999999999806,0.0242,0,1
POL-2020891,8,1,1,2020,6400.6,21739,17864.3,250,6.326,70291713,0,False,0.0,-1,16,4,84.6,1,1,3.4,0,0,8.76430323810297,9.9869091606752,1.6,2.4640000000000004,0.025304,0,1
POL-2020892,11,1,2,2024,1444.8,7841,13598.4,50,2.184,6712385,0,True,0.0,2,14,4,75.3,1,1,3.9,0,0,7.276418080566197,8.967249182852276,1.1,3.458,0.043680000000000004,0,1
POL-2020893,1,6,5,2024,2051.7,9281,5378.2,50,0.734,10695800,1,False,0.0,-1,111,1,63.8,1,1,3.9,0,1,7.626911278723133,9.135832319801121,1.1,40.182,0.01468,0,1
POL-2020894,3,4,2,2020,35.0,123,99.2,500,7.092,509867,0,True,0.0,2,12,2,96.3,0,0,2.9,1,1,3.58351893845611,4.820281565605037,2.1,0.4440000000000004,0.014183999999999999,0,0
POL-2020895,2,1,1,2022,183.1,790,2322.1,100,1.698,1044239,0,True,0.0,2,18,3,85.9,1,1,3.8,0,0,5.215479088239032,6.673297967767654,1.2000000000000002,2.5379999999999985,0.01698,0,1
POL-2020896,6,6,2,2022,270.6,1131,429.9,25,0.504,1174928,0,True,0.0,-1,61,2,76.4,1,0,4.0,0,0,5.604330395684541,7.0317412587631285,1.0,14.395999999999999,0.02016,0,0
POL-2020897,8,2,3,2023,5181.5,21073,12256.9,250,8.446,48820433,0,False,0.0,-1,149,2,50.6,1,1,3.3,0,0,8.553042844309935,9.955795332159473,1.7000000000000002,73.606,0.033784,0,1
POL-2020898,11,0,3,2024,732.8,2646,8366.9,100,4.712,3929370,0,True,0.0,5,66,2,70.0,0,1,2.7,0,0,6.598236511921182,7.881182202227102,2.3,19.800000000000004,0.047119999999999995,1,0
POL-2020899,11,7,4,2020,526.9,1859,4665.5,2,0.07,313745,0,True,0.0,4,66,2,93.0,1,0,3.3,1,0,6.268906871829571,7.528331766707247,1.7000000000000002,4.6199999999999966,0.035,1,0
POL-2020900,11,5,5,2024,740.1,4850,7615.9,2,0.038,391488,0,True,0.0,5,13,4,96.2,1,0,3.0,2,0,6.608135568957313,8.486940148245216,2.0,0.493999999999999,0.019,0,0
POL-2020901,2,6,3,2021,61.5,709,599.0,10,0.134,96570,0,True,0.0,3,39,0,83.6,1,1,3.1,0,1,4.135166556742356,6.565264970035361,1.9,6.396000000000002,0.0134,0,1
POL-2020902,4,1,3,2020,7775.5,25976,79914.5,250,10.666,74399663,0,False,29.3,6,25,2,93.0,1,1,3.4,0,0,8.958861644484616,10.16496681011591,1.6,1.7499999999999987,0.042664,0,1
POL-2020903,4,1,1,2022,18103.8,67601,222299.1,50,1.058,78543039,0,False,12.9,0,23,1,90.4,0,0,2.9,1,0,9.803932375466536,11.12139284739222,2.1,2.2079999999999993,0.02116,0,0
POL-2020904,2,7,1,2021,116.0,524,1368.7,5,0.056,96874,0,True,0.0,6,32,2,91.7,1,1,2.7,1,0,4.762173934797756,6.263398262591624,2.3,2.655999999999999,0.0112,0,1
POL-2020905,0,7,0,2022,3036.0,11113,3356.8,100,2.457,19828422,1,False,2.7,-1,35,3,79.6,0,1,5.0,0,0,8.01862546504575,9.315960853839867,0.0,7.140000000000002,0.024569999999999998,0,0
POL-2020906,3,4,3,2022,52.9,109,63.6,2,0.025,21850,0,True,0.0,6,60,4,81.0,1,1,2.3,0,0,3.9871304779149512,4.700480365792417,2.7,11.399999999999997,0.0125,0,1
POL-2020907,2,1,1,2021,46.4,166,492.4,1,0.025,14330,0,True,0.0,5,8,1,80.3,1,0,3.9,0,0,3.858622228701031,5.117993812416755,1.1,1.5760000000000005,0.025,0,0
POL-2020908,1,2,2,2021,809.9,5066,1538.4,5,0.127,867904,1,False,0.0,-1,37,0,81.3,0,0,2.4,0,0,6.698144741950512,8.53050420547591,2.6,6.919000000000002,0.0254,0,0
POL-2020909,7,5,4,2021,331.2,2020,861.3,5,0.1,393184,1,False,0.0,-1,20,4,88.4,1,1,3.1,0,1,5.8057371971791945,7.611347717403621,1.9,2.32,0.02,0,1
POL-2020910,2,1,4,2023,192.7,807,2330.6,15,0.305,302779,0,True,0.0,5,89,4,91.8,1,0,3.0,0,0,5.2663105704129505,6.694562058521095,2.0,7.298000000000006,0.02033333333333333,0,0
