policy_id,insured_id,system_class,stated_rto_hours,stated_rpo_hours,revenue_dependency_pct,has_hot_dr_site,third_party_dependency,last_dr_test_date
POL-2020590,INS-10590,Core Banking Platform,7.8,1.0,26.5,True,Single Vendor,2024-12-12
POL-2020590,INS-10590,Back-Office/ERP,44.5,15.7,5.8,True,Single Vendor,2024-03-25
POL-2020590,INS-10590,Email & Productivity,20.6,16.0,3.8,True,Single Vendor,2024-02-28
POL-2020590,INS-10590,Payment Processing,5.8,0.9,22.1,False,Single Vendor,2024-06-13
POL-2020590,INS-10590,Customer Digital Channels,14.6,5.5,23.3,False,Single Vendor,2024-12-29
POL-2020591,INS-10591,Core Banking Platform,4.7,1.4,48.4,True,Single Vendor,2023-08-25
POL-2020591,INS-10591,Back-Office/ERP,27.1,12.6,3.7,False,None,2023-05-14
POL-2020591,INS-10591,Email & Productivity,20.6,20.6,3.8,True,None,2023-04-19
POL-2020591,INS-10591,Payment Processing,6.3,0.9,23.8,False,Single Vendor,2023-06-22
POL-2020591,INS-10591,Customer Digital Channels,15.1,4.3,25.1,False,Single Vendor,2024-02-14
POL-2020592,INS-10592,Payment Processing,4.3,1.9,39.9,True,Single Vendor,2024-01-02
POL-2020592,INS-10592,Customer Digital Channels,6.0,6.8,14.7,False,None,2024-06-09
POL-2020592,INS-10592,Email & Productivity,23.5,15.6,3.2,True,Multi-Vendor,2023-10-03
POL-2020592,INS-10592,Back-Office/ERP,27.0,11.6,3.7,True,None,2024-01-14
POL-2020593,INS-10593,Core Banking Platform,2.9,1.4,35.5,True,Multi-Vendor,2023-04-26
POL-2020593,INS-10593,Back-Office/ERP,38.3,12.4,6.6,False,Multi-Vendor,2023-08-08
POL-2020593,INS-10593,Email & Productivity,31.1,8.5,3.3,False,None,2023-03-16
POL-2020593,INS-10593,Payment Processing,6.3,1.4,34.5,False,Single Vendor,2023-05-02
POL-2020593,INS-10593,Customer Digital Channels,9.0,3.6,22.6,True,Single Vendor,2023-02-01
POL-2020594,INS-10594,Trading/OMS,2.0,0.6,44.7,False,Single Vendor,2023-03-19
POL-2020594,INS-10594,Back-Office/ERP,31.7,11.8,3.1,True,Multi-Vendor,2023-06-20
POL-2020594,INS-10594,Market Data Infrastructure,4.0,1.6,14.1,True,Multi-Vendor,2023-01-23
POL-2020594,INS-10594,Email & Productivity,22.8,9.7,3.4,False,Single Vendor,2023-12-14
POL-2020594,INS-10594,Settlement & Clearing,4.4,1.0,22.6,False,Single Vendor,2024-01-24
POL-2020595,INS-10595,Core Banking Platform,5.9,1.6,39.1,False,Single Vendor,2023-06-29
POL-2020595,INS-10595,Back-Office/ERP,43.7,7.9,5.5,False,Multi-Vendor,2023-09-10
POL-2020595,INS-10595,Email & Productivity,20.0,16.9,3.2,True,Single Vendor,2023-08-26
POL-2020595,INS-10595,Payment Processing,3.9,1.2,37.9,True,None,2023-10-01
POL-2020595,INS-10595,Customer Digital Channels,7.1,5.1,26.9,False,None,2023-10-25
POL-2020596,INS-10596,Core Banking Platform,5.4,1.6,44.2,False,Multi-Vendor,2023-10-07
POL-2020596,INS-10596,Back-Office/ERP,23.2,7.9,6.0,False,Single Vendor,2023-10-15
POL-2020596,INS-10596,Email & Productivity,40.3,9.3,2.6,False,Multi-Vendor,2023-12-29
POL-2020596,INS-10596,Payment Processing,4.9,1.8,28.1,False,Single Vendor,2023-01-30
POL-2020596,INS-10596,Customer Digital Channels,15.2,8.0,24.5,True,None,2023-03-30
POL-2020597,INS-10597,Core Banking Platform,6.3,1.2,22.9,True,Single Vendor,2024-10-20
POL-2020597,INS-10597,Back-Office/ERP,34.7,9.4,4.4,False,None,2024-05-23
POL-2020597,INS-10597,Email & Productivity,38.3,15.6,3.6,False,None,2024-06-19
POL-2020597,INS-10597,Payment Processing,4.9,0.9,29.1,True,Multi-Vendor,2024-04-27
POL-2020597,INS-10597,Customer Digital Channels,15.5,7.0,15.3,False,Multi-Vendor,2023-05-09
POL-2020598,INS-10598,Core Banking Platform,4.8,1.9,24.5,False,Multi-Vendor,2024-03-31
POL-2020598,INS-10598,Back-Office/ERP,24.7,8.3,5.3,False,None,2024-02-04
POL-2020598,INS-10598,Email & Productivity,29.6,9.6,3.3,False,None,2024-07-01
POL-2020598,INS-10598,Payment Processing,3.3,1.5,30.2,True,None,2024-08-17
POL-2020598,INS-10598,Customer Digital Channels,10.7,3.2,22.2,True,Multi-Vendor,2024-10-08
POL-2020599,INS-10599,Core Banking Platform,5.0,1.2,37.7,False,Multi-Vendor,2023-07-18
POL-2020599,INS-10599,Back-Office/ERP,35.7,5.8,3.5,True,Multi-Vendor,2024-09-11
POL-2020599,INS-10599,Email & Productivity,24.2,19.0,3.2,False,Single Vendor,2024-11-30
POL-2020599,INS-10599,Payment Processing,6.7,1.7,38.5,False,Single Vendor,2023-02-03
POL-2020599,INS-10599,Customer Digital Channels,9.5,4.6,25.3,False,None,2023-07-13
POL-2020600,INS-10600,Core Banking Platform,4.0,1.3,26.4,False,Multi-Vendor,2023-09-23
POL-2020600,INS-10600,Back-Office/ERP,45.3,9.8,3.8,False,None,2023-09-04
POL-2020600,INS-10600,Email & Productivity,38.4,12.2,4.1,True,Multi-Vendor,2024-10-05
POL-2020600,INS-10600,Payment Processing,4.7,1.6,26.3,True,Single Vendor,2023-07-13
POL-2020600,INS-10600,Customer Digital Channels,14.0,7.5,24.6,False,Single Vendor,2024-04-19
POL-2020601,INS-10601,Trading/OMS,3.6,0.4,60.3,True,Multi-Vendor,2024-03-06
POL-2020601,INS-10601,Back-Office/ERP,36.3,14.6,5.7,True,Single Vendor,2024-08-07
POL-2020601,INS-10601,Market Data Infrastructure,1.9,1.5,10.1,True,Multi-Vendor,2024-08-13
POL-2020601,INS-10601,Email & Productivity,38.5,14.8,2.2,True,Multi-Vendor,2023-05-08
POL-2020601,INS-10601,Settlement & Clearing,7.9,1.9,32.9,True,None,2024-08-31
POL-2020602,INS-10602,Core Banking Platform,6.9,1.6,39.3,False,Single Vendor,2023-10-19
POL-2020602,INS-10602,Back-Office/ERP,20.1,15.0,6.5,False,Single Vendor,2024-03-14
POL-2020602,INS-10602,Email & Productivity,40.1,22.9,3.1,False,Single Vendor,2023-05-22
POL-2020602,INS-10602,Payment Processing,5.1,2.0,29.1,False,Multi-Vendor,2024-12-14
POL-2020602,INS-10602,Customer Digital Channels,12.3,4.7,22.2,False,Multi-Vendor,2024-12-15
POL-2020603,INS-10603,Email & Productivity,39.3,18.1,3.0,False,Single Vendor,2023-05-14
POL-2020603,INS-10603,Back-Office/ERP,26.2,12.3,6.6,False,None,2024-05-27
POL-2020604,INS-10604,Trading/OMS,1.4,0.4,31.3,True,None,2023-04-25
POL-2020604,INS-10604,Back-Office/ERP,45.6,12.5,6.8,False,Multi-Vendor,2023-03-10
POL-2020604,INS-10604,Market Data Infrastructure,2.9,1.3,18.5,True,Single Vendor,2023-07-29
POL-2020604,INS-10604,Email & Productivity,21.8,14.3,2.9,True,Single Vendor,2024-08-16
POL-2020604,INS-10604,Settlement & Clearing,4.4,1.2,16.6,False,Single Vendor,2024-12-14
POL-2020605,INS-10605,Email & Productivity,23.0,13.6,3.7,False,Multi-Vendor,2023-07-08
POL-2020605,INS-10605,Back-Office/ERP,22.5,9.2,3.3,True,Multi-Vendor,2023-05-01
POL-2020606,INS-10606,Payment Processing,5.7,1.5,38.8,False,Multi-Vendor,2023-08-06
POL-2020606,INS-10606,Customer Digital Channels,14.1,4.3,14.2,False,None,2024-03-08
POL-2020606,INS-10606,Email & Productivity,21.7,23.5,3.4,True,Multi-Vendor,2024-06-10
POL-2020606,INS-10606,Back-Office/ERP,18.1,7.0,4.9,False,Multi-Vendor,2023-04-04
POL-2020607,INS-10607,Core Banking Platform,3.9,1.7,37.1,True,Multi-Vendor,2023-02-17
POL-2020607,INS-10607,Back-Office/ERP,35.9,10.4,4.0,True,Single Vendor,2023-01-14
POL-2020607,INS-10607,Email & Productivity,35.2,19.6,2.7,False,None,2023-05-09
POL-2020607,INS-10607,Payment Processing,5.4,1.8,21.6,False,Multi-Vendor,2023-10-18
POL-2020607,INS-10607,Customer Digital Channels,11.3,4.6,23.2,False,Single Vendor,2024-04-04
POL-2020608,INS-10608,Payment Processing,2.9,1.6,20.5,True,None,2023-09-03
POL-2020608,INS-10608,Customer Digital Channels,6.3,6.6,22.2,True,Single Vendor,2024-08-02
POL-2020608,INS-10608,Email & Productivity,44.7,16.5,3.1,True,Single Vendor,2023-04-03
POL-2020608,INS-10608,Back-Office/ERP,38.9,9.0,3.1,False,Single Vendor,2023-06-27
POL-2020609,INS-10609,Core Banking Platform,4.0,1.0,30.4,True,Multi-Vendor,2023-09-09
POL-2020609,INS-10609,Back-Office/ERP,46.2,14.0,6.7,True,Single Vendor,2023-06-03
POL-2020609,INS-10609,Email & Productivity,48.0,15.2,2.3,False,Multi-Vendor,2023-07-26
POL-2020609,INS-10609,Payment Processing,5.7,1.8,29.2,False,Single Vendor,2023-06-23
POL-2020609,INS-10609,Customer Digital Channels,10.9,3.5,18.7,False,Single Vendor,2024-12-31
POL-2020610,INS-10610,Core Banking Platform,4.8,1.2,45.8,True,Single Vendor,2024-11-05
POL-2020610,INS-10610,Back-Office/ERP,18.7,15.7,3.0,False,Multi-Vendor,2023-05-08
POL-2020610,INS-10610,Email & Productivity,46.3,16.9,3.5,False,None,2023-05-22
POL-2020610,INS-10610,Payment Processing,3.8,1.6,39.2,True,Single Vendor,2024-01-23
POL-2020610,INS-10610,Customer Digital Channels,7.1,3.5,16.9,True,Single Vendor,2024-12-29
POL-2020611,INS-10611,Core Banking Platform,3.6,0.8,40.0,True,None,2023-12-16
POL-2020611,INS-10611,Back-Office/ERP,23.5,12.5,6.4,False,None,2023-03-08
POL-2020611,INS-10611,Email & Productivity,37.1,10.3,3.2,False,Single Vendor,2023-02-08
POL-2020611,INS-10611,Payment Processing,4.8,1.1,25.6,False,Multi-Vendor,2024-08-31
POL-2020611,INS-10611,Customer Digital Channels,15.3,6.7,14.1,True,Multi-Vendor,2023-01-03
POL-2020612,INS-10612,Payment Processing,5.3,1.1,41.5,False,Multi-Vendor,2023-05-04
POL-2020612,INS-10612,Customer Digital Channels,15.8,4.5,17.6,True,Single Vendor,2023-05-03
POL-2020612,INS-10612,Email & Productivity,35.5,15.9,2.3,True,Single Vendor,2023-09-21
POL-2020612,INS-10612,Back-Office/ERP,37.4,9.1,5.6,True,Multi-Vendor,2024-10-27
POL-2020613,INS-10613,Core Banking Platform,4.8,1.6,39.7,True,None,2024-08-19
POL-2020613,INS-10613,Back-Office/ERP,32.7,12.9,4.8,False,None,2023-03-03
POL-2020613,INS-10613,Email & Productivity,20.4,11.2,2.4,False,Single Vendor,2024-01-07
POL-2020613,INS-10613,Payment Processing,3.1,1.6,26.8,False,None,2023-11-06
POL-2020613,INS-10613,Customer Digital Channels,6.6,7.1,22.9,False,Single Vendor,2023-08-06
POL-2020614,INS-10614,Payment Processing,5.2,1.0,21.6,False,Multi-Vendor,2024-06-12
POL-2020614,INS-10614,Customer Digital Channels,10.4,7.4,15.0,False,Multi-Vendor,2023-12-11
POL-2020614,INS-10614,Email & Productivity,34.5,23.4,3.3,False,None,2023-09-04
POL-2020614,INS-10614,Back-Office/ERP,30.5,13.1,6.3,False,Multi-Vendor,2024-11-16
POL-2020615,INS-10615,Trading/OMS,2.9,0.9,45.5,True,Single Vendor,2024-07-26
POL-2020615,INS-10615,Back-Office/ERP,42.7,15.5,5.0,False,Multi-Vendor,2024-05-22
POL-2020615,INS-10615,Market Data Infrastructure,3.0,1.5,18.4,True,None,2024-04-25
POL-2020615,INS-10615,Email & Productivity,42.5,8.8,3.6,False,None,2024-10-09
POL-2020615,INS-10615,Settlement & Clearing,6.9,1.6,29.3,True,None,2023-06-26
POL-2020616,INS-10616,Core Banking Platform,3.0,1.3,43.9,True,None,2023-06-10
POL-2020616,INS-10616,Back-Office/ERP,45.9,8.0,5.3,True,Multi-Vendor,2024-07-22
POL-2020616,INS-10616,Email & Productivity,41.9,20.1,3.3,False,Multi-Vendor,2023-06-17
POL-2020616,INS-10616,Payment Processing,2.9,1.6,36.6,False,Single Vendor,2024-05-09
POL-2020616,INS-10616,Customer Digital Channels,13.1,6.8,18.9,False,Multi-Vendor,2023-03-03
POL-2020617,INS-10617,Email & Productivity,47.8,20.4,3.2,False,Multi-Vendor,2024-02-20
POL-2020617,INS-10617,Back-Office/ERP,45.9,15.0,6.3,False,None,2023-06-01
POL-2020618,INS-10618,Core Banking Platform,5.7,1.4,30.2,False,Single Vendor,2023-07-28
POL-2020618,INS-10618,Back-Office/ERP,24.6,10.9,5.3,False,None,2024-08-07
POL-2020618,INS-10618,Email & Productivity,24.4,22.8,3.1,False,Single Vendor,2024-04-15
POL-2020618,INS-10618,Payment Processing,5.5,1.3,19.4,True,Single Vendor,2024-02-17
POL-2020618,INS-10618,Customer Digital Channels,14.8,4.4,22.3,False,Multi-Vendor,2024-06-26
POL-2020619,INS-10619,Payment Processing,6.0,1.5,30.6,True,None,2023-01-02
POL-2020619,INS-10619,Customer Digital Channels,7.5,4.3,20.4,False,None,2024-11-30
POL-2020619,INS-10619,Email & Productivity,41.4,15.1,2.3,False,Single Vendor,2023-01-10
POL-2020619,INS-10619,Back-Office/ERP,19.5,12.5,4.7,False,Multi-Vendor,2024-08-30
POL-2020620,INS-10620,Core Banking Platform,3.5,1.6,26.8,False,None,2024-04-02
POL-2020620,INS-10620,Back-Office/ERP,32.7,8.8,6.7,True,None,2024-05-14
POL-2020620,INS-10620,Email & Productivity,23.9,15.0,4.1,False,None,2024-06-24
POL-2020620,INS-10620,Payment Processing,4.5,1.5,25.6,False,Multi-Vendor,2024-03-02
POL-2020620,INS-10620,Customer Digital Channels,6.8,6.1,26.7,False,Multi-Vendor,2024-03-21
POL-2020621,INS-10621,Core Banking Platform,5.2,1.5,38.0,False,Multi-Vendor,2023-08-19
POL-2020621,INS-10621,Back-Office/ERP,29.8,12.0,4.0,True,Single Vendor,2024-12-24
POL-2020621,INS-10621,Email & Productivity,28.6,15.3,3.9,True,Multi-Vendor,2023-08-29
POL-2020621,INS-10621,Payment Processing,4.6,1.5,23.1,True,Single Vendor,2024-08-31
POL-2020621,INS-10621,Customer Digital Channels,8.2,6.2,24.2,True,Multi-Vendor,2024-12-09
POL-2020622,INS-10622,Payment Processing,5.2,1.1,39.8,False,Multi-Vendor,2023-11-08
POL-2020622,INS-10622,Customer Digital Channels,7.0,6.5,23.0,False,Single Vendor,2024-12-01
POL-2020622,INS-10622,Email & Productivity,38.3,23.0,3.5,True,Single Vendor,2023-12-22
POL-2020622,INS-10622,Back-Office/ERP,26.2,9.3,4.6,True,Single Vendor,2023-10-21
POL-2020623,INS-10623,Core Banking Platform,3.0,1.9,23.1,True,Single Vendor,2023-12-15
POL-2020623,INS-10623,Back-Office/ERP,38.6,13.2,6.4,True,Single Vendor,2023-05-17
POL-2020623,INS-10623,Email & Productivity,34.1,19.7,2.5,False,Single Vendor,2024-01-05
POL-2020623,INS-10623,Payment Processing,6.7,1.1,39.7,False,None,2024-09-04
POL-2020623,INS-10623,Customer Digital Channels,7.3,4.4,20.0,False,Multi-Vendor,2023-04-16
POL-2020624,INS-10624,Core Banking Platform,6.8,1.7,26.9,False,Multi-Vendor,2023-10-05
POL-2020624,INS-10624,Back-Office/ERP,21.3,8.8,4.9,False,Multi-Vendor,2023-12-25
POL-2020624,INS-10624,Email & Productivity,33.6,15.1,3.4,True,None,2023-07-18
POL-2020624,INS-10624,Payment Processing,5.0,1.9,24.3,True,None,2023-06-02
POL-2020624,INS-10624,Customer Digital Channels,12.1,6.0,16.5,True,Single Vendor,2023-07-03
POL-2020625,INS-10625,Core Banking Platform,4.9,1.2,25.8,True,None,2023-03-01
POL-2020625,INS-10625,Back-Office/ERP,31.7,9.6,3.7,True,Multi-Vendor,2024-02-03
POL-2020625,INS-10625,Email & Productivity,30.8,15.0,2.1,False,Single Vendor,2023-12-20
POL-2020625,INS-10625,Payment Processing,3.5,1.5,35.0,True,Single Vendor,2024-03-29
POL-2020625,INS-10625,Customer Digital Channels,15.4,3.3,13.9,True,None,2024-09-18
POL-2020626,INS-10626,Core Banking Platform,3.1,1.4,38.4,False,None,2024-04-17
POL-2020626,INS-10626,Trading/OMS,2.4,0.9,51.7,False,Single Vendor,2023-02-10
POL-2020626,INS-10626,Back-Office/ERP,47.6,7.0,3.2,False,None,2023-12-10
POL-2020626,INS-10626,Market Data Infrastructure,2.1,0.7,20.2,True,Multi-Vendor,2023-12-18
POL-2020626,INS-10626,Email & Productivity,26.3,17.0,2.6,True,None,2023-10-06
POL-2020626,INS-10626,Payment Processing,4.1,0.9,25.7,False,Multi-Vendor,2024-05-05
POL-2020626,INS-10626,Customer Digital Channels,12.0,7.9,20.9,True,None,2023-12-17
POL-2020626,INS-10626,Settlement & Clearing,5.6,0.7,31.8,False,None,2024-05-08
POL-2020627,INS-10627,Core Banking Platform,3.0,1.9,36.1,False,Multi-Vendor,2024-08-30
POL-2020627,INS-10627,Back-Office/ERP,22.1,10.3,7.0,False,None,2024-01-02
POL-2020627,INS-10627,Email & Productivity,26.3,12.6,2.1,False,None,2024-02-14
POL-2020627,INS-10627,Payment Processing,5.9,0.8,36.4,False,Single Vendor,2024-09-06
POL-2020627,INS-10627,Customer Digital Channels,15.2,7.6,13.7,False,None,2023-05-20
POL-2020628,INS-10628,Core Banking Platform,5.7,0.8,37.0,False,None,2023-08-11
POL-2020628,INS-10628,Back-Office/ERP,42.2,11.2,6.5,False,None,2023-06-03
POL-2020628,INS-10628,Email & Productivity,41.8,12.7,3.3,False,Single Vendor,2024-12-14
POL-2020628,INS-10628,Payment Processing,2.8,1.2,23.7,True,Multi-Vendor,2023-08-25
POL-2020628,INS-10628,Customer Digital Channels,15.3,4.9,22.5,False,None,2024-05-24
POL-2020629,INS-10629,Trading/OMS,3.3,0.9,53.5,True,None,2023-12-12
POL-2020629,INS-10629,Back-Office/ERP,25.8,12.7,5.2,False,None,2023-04-15
POL-2020629,INS-10629,Market Data Infrastructure,3.0,0.7,12.1,True,None,2024-04-27
POL-2020629,INS-10629,Email & Productivity,45.8,12.9,2.9,False,Multi-Vendor,2024-12-16
POL-2020629,INS-10629,Settlement & Clearing,3.8,0.9,19.2,True,None,2023-01-08
POL-2020630,INS-10630,Core Banking Platform,5.7,1.9,30.1,False,Multi-Vendor,2023-11-16
POL-2020630,INS-10630,Back-Office/ERP,26.9,11.5,4.4,True,None,2023-09-15
POL-2020630,INS-10630,Email & Productivity,45.2,14.3,3.0,False,None,2023-07-29
POL-2020630,INS-10630,Payment Processing,5.6,1.7,31.5,False,None,2023-10-01
POL-2020630,INS-10630,Customer Digital Channels,8.1,3.4,27.0,True,None,2023-07-21
POL-2020631,INS-10631,Trading/OMS,3.5,0.4,56.6,True,Multi-Vendor,2024-10-03
POL-2020631,INS-10631,Back-Office/ERP,35.2,11.0,3.0,False,Multi-Vendor,2023-08-04
POL-2020631,INS-10631,Market Data Infrastructure,3.4,1.0,17.7,True,Single Vendor,2024-02-13
POL-2020631,INS-10631,Email & Productivity,17.3,20.8,1.9,False,None,2023-05-11
POL-2020631,INS-10631,Settlement & Clearing,4.0,1.0,18.2,True,Single Vendor,2024-07-14
POL-2020632,INS-10632,Trading/OMS,2.7,0.5,62.8,True,None,2023-10-03
POL-2020632,INS-10632,Back-Office/ERP,34.9,11.5,3.9,False,Single Vendor,2023-04-14
POL-2020632,INS-10632,Market Data Infrastructure,2.5,0.9,18.2,True,Multi-Vendor,2024-10-19
POL-2020632,INS-10632,Email & Productivity,27.1,20.1,2.7,False,Multi-Vendor,2024-11-24
POL-2020632,INS-10632,Settlement & Clearing,7.9,0.9,15.0,True,Single Vendor,2024-08-08
POL-2020633,INS-10633,Payment Processing,5.9,1.9,33.5,False,Multi-Vendor,2023-01-17
POL-2020633,INS-10633,Customer Digital Channels,6.5,5.6,26.6,False,Multi-Vendor,2024-10-04
POL-2020633,INS-10633,Email & Productivity,17.0,11.0,3.8,True,Single Vendor,2024-12-23
POL-2020633,INS-10633,Back-Office/ERP,44.7,13.0,7.0,True,Single Vendor,2024-12-08
POL-2020634,INS-10634,Core Banking Platform,3.3,1.4,40.2,True,Single Vendor,2024-05-16
POL-2020634,INS-10634,Back-Office/ERP,38.7,13.9,6.7,False,Multi-Vendor,2023-08-16
POL-2020634,INS-10634,Email & Productivity,28.1,9.1,2.7,False,Multi-Vendor,2023-06-11
POL-2020634,INS-10634,Payment Processing,6.3,1.0,37.4,False,None,2023-11-27
POL-2020634,INS-10634,Customer Digital Channels,7.9,2.9,20.1,True,None,2024-10-06
POL-2020635,INS-10635,Payment Processing,6.6,1.2,36.0,False,None,2024-10-25
POL-2020635,INS-10635,Customer Digital Channels,10.2,3.7,13.4,False,Multi-Vendor,2024-03-14
POL-2020635,INS-10635,Email & Productivity,39.0,14.4,4.0,False,Single Vendor,2024-09-23
POL-2020635,INS-10635,Back-Office/ERP,33.7,9.2,4.4,True,Multi-Vendor,2023-05-16
POL-2020636,INS-10636,Core Banking Platform,3.5,1.5,37.3,True,Multi-Vendor,2023-08-07
POL-2020636,INS-10636,Back-Office/ERP,41.8,7.7,4.2,False,Multi-Vendor,2023-02-08
POL-2020636,INS-10636,Email & Productivity,19.8,13.0,2.8,True,Single Vendor,2024-09-20
POL-2020636,INS-10636,Payment Processing,7.8,1.5,36.8,False,Single Vendor,2024-11-24
POL-2020636,INS-10636,Customer Digital Channels,9.0,3.6,16.1,False,None,2024-11-24
POL-2020637,INS-10637,Trading/OMS,2.1,0.7,39.3,True,Multi-Vendor,2024-01-17
POL-2020637,INS-10637,Back-Office/ERP,43.6,15.9,4.4,True,None,2023-04-07
POL-2020637,INS-10637,Market Data Infrastructure,3.2,1.6,11.3,True,Single Vendor,2024-08-18
POL-2020637,INS-10637,Email & Productivity,45.4,11.5,3.6,False,Single Vendor,2023-12-20
POL-2020637,INS-10637,Settlement & Clearing,4.6,1.2,24.1,False,None,2024-11-28
POL-2020638,INS-10638,Email & Productivity,43.8,10.6,1.9,False,None,2023-05-11
POL-2020638,INS-10638,Back-Office/ERP,29.3,6.2,5.8,True,Single Vendor,2024-03-22
POL-2020639,INS-10639,Email & Productivity,40.5,21.7,3.6,False,Multi-Vendor,2024-10-26
POL-2020639,INS-10639,Back-Office/ERP,45.4,13.4,6.7,False,Multi-Vendor,2024-11-18
POL-2020640,INS-10640,Core Banking Platform,3.8,1.3,48.8,False,Single Vendor,2024-10-23
POL-2020640,INS-10640,Back-Office/ERP,38.1,14.7,3.1,False,Single Vendor,2024-05-21
POL-2020640,INS-10640,Email & Productivity,44.0,19.3,2.2,False,None,2023-11-01
POL-2020640,INS-10640,Payment Processing,2.9,1.0,40.0,False,Multi-Vendor,2024-11-25
POL-2020640,INS-10640,Customer Digital Channels,12.5,7.6,19.1,False,None,2023-05-26
POL-2020641,INS-10641,Core Banking Platform,7.7,1.3,26.7,False,Single Vendor,2024-09-22
POL-2020641,INS-10641,Back-Office/ERP,21.5,15.9,4.3,True,Multi-Vendor,2023-01-01
POL-2020641,INS-10641,Email & Productivity,21.8,8.5,2.5,True,Single Vendor,2023-07-09
POL-2020641,INS-10641,Payment Processing,7.4,1.4,33.2,True,Single Vendor,2024-01-26
POL-2020641,INS-10641,Customer Digital Channels,15.2,5.5,25.4,True,None,2023-11-30
POL-2020642,INS-10642,Payment Processing,4.5,2.0,19.9,True,Single Vendor,2023-09-05
POL-2020642,INS-10642,Customer Digital Channels,13.1,6.2,15.1,False,Single Vendor,2023-10-30
POL-2020642,INS-10642,Email & Productivity,28.9,13.3,2.0,True,Multi-Vendor,2024-02-29
POL-2020642,INS-10642,Back-Office/ERP,35.0,15.9,5.2,True,Multi-Vendor,2023-09-21
POL-2020643,INS-10643,Email & Productivity,33.8,9.0,2.1,False,Multi-Vendor,2023-10-23
POL-2020643,INS-10643,Back-Office/ERP,32.8,15.8,6.5,True,Multi-Vendor,2024-07-30
POL-2020644,INS-10644,Core Banking Platform,4.6,1.4,36.5,True,Multi-Vendor,2023-10-20
POL-2020644,INS-10644,Back-Office/ERP,38.2,12.8,6.2,False,Single Vendor,2024-11-09
POL-2020644,INS-10644,Email & Productivity,17.6,23.1,2.0,False,None,2023-03-18
POL-2020644,INS-10644,Payment Processing,5.3,1.9,29.7,False,Multi-Vendor,2024-05-17
POL-2020644,INS-10644,Customer Digital Channels,6.3,4.0,21.3,True,None,2023-06-03
POL-2020645,INS-10645,Payment Processing,3.3,1.3,25.9,True,None,2023-01-17
POL-2020645,INS-10645,Customer Digital Channels,14.1,3.4,22.9,False,Multi-Vendor,2024-04-23
POL-2020645,INS-10645,Email & Productivity,29.5,17.6,2.3,False,Single Vendor,2024-11-18
POL-2020645,INS-10645,Back-Office/ERP,35.8,12.6,3.3,True,Multi-Vendor,2023-06-21
POL-2020646,INS-10646,Core Banking Platform,7.1,1.8,22.8,True,Single Vendor,2024-11-03
POL-2020646,INS-10646,Back-Office/ERP,35.6,11.8,3.0,False,None,2024-12-22
POL-2020646,INS-10646,Email & Productivity,27.5,23.5,3.1,False,None,2023-07-29
POL-2020646,INS-10646,Payment Processing,7.7,1.6,18.7,True,Multi-Vendor,2024-04-07
POL-2020646,INS-10646,Customer Digital Channels,6.4,6.6,20.9,True,None,2024-09-04
POL-2020647,INS-10647,Core Banking Platform,3.5,1.5,43.7,False,Single Vendor,2024-11-14
POL-2020647,INS-10647,Back-Office/ERP,40.3,8.2,4.0,True,None,2024-08-17
POL-2020647,INS-10647,Email & Productivity,47.0,22.2,2.6,True,Multi-Vendor,2023-01-11
POL-2020647,INS-10647,Payment Processing,7.1,0.9,22.7,True,Multi-Vendor,2024-03-17
POL-2020647,INS-10647,Customer Digital Channels,7.5,3.3,25.7,True,Multi-Vendor,2023-01-24
POL-2020648,INS-10648,Trading/OMS,2.9,0.5,57.6,True,None,2023-06-07
POL-2020648,INS-10648,Back-Office/ERP,41.8,6.6,5.6,False,Single Vendor,2024-04-03
POL-2020648,INS-10648,Market Data Infrastructure,3.3,1.6,17.7,False,Multi-Vendor,2024-08-07
POL-2020648,INS-10648,Email & Productivity,22.1,13.3,3.8,False,None,2024-11-11
POL-2020648,INS-10648,Settlement & Clearing,7.5,1.1,15.5,False,Single Vendor,2024-09-20
POL-2020649,INS-10649,Trading/OMS,3.6,0.6,38.9,True,Single Vendor,2023-04-04
POL-2020649,INS-10649,Back-Office/ERP,27.6,9.9,4.5,False,Single Vendor,2023-03-01
POL-2020649,INS-10649,Market Data Infrastructure,2.9,0.8,20.7,False,Multi-Vendor,2024-11-17
POL-2020649,INS-10649,Email & Productivity,46.0,23.0,3.9,True,None,2024-05-22
POL-2020649,INS-10649,Settlement & Clearing,6.2,1.0,16.0,True,Single Vendor,2023-10-27
POL-2020650,INS-10650,Core Banking Platform,3.3,1.1,35.1,False,Multi-Vendor,2024-11-03
POL-2020650,INS-10650,Back-Office/ERP,47.8,10.1,5.1,False,Multi-Vendor,2024-07-26
POL-2020650,INS-10650,Email & Productivity,38.5,11.2,4.0,True,Single Vendor,2023-12-25
POL-2020650,INS-10650,Payment Processing,5.6,1.1,40.4,False,None,2023-10-06
POL-2020650,INS-10650,Customer Digital Channels,12.1,5.3,21.3,False,Multi-Vendor,2023-11-04
POL-2020651,INS-10651,Trading/OMS,3.3,0.5,58.1,True,Single Vendor,2023-08-07
POL-2020651,INS-10651,Back-Office/ERP,46.7,11.5,5.7,False,None,2024-07-06
POL-2020651,INS-10651,Market Data Infrastructure,3.6,1.2,20.9,True,Multi-Vendor,2023-02-28
POL-2020651,INS-10651,Email & Productivity,38.0,15.0,3.4,False,Multi-Vendor,2023-11-30
