policy_id,insured_id,sub_sector,primary_regulator,region,inception_date,expiration_date,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,n_claims,total_loss,bi_loss,n_findings,n_high_sev,n_med_sev,had_claim,log_revenue
POL-2020811,INS-10811,Regional Bank,OCC,West,2020-10-23,2021-10-23,2020,1808.6,5742,23661.4,1,0.025,724690,False,True,0.0,Fiserv,69,Hybrid,64.3,True,True,1.3,0,0.0,0.0,0.0,1.0,1.0,0.0,0,7.500861105361856
POL-2020812,INS-10812,Insurance Carrier,OCC,Northeast,2023-03-08,2024-03-07,2023,1142.3,2997,2244.7,2,0.046,728291,False,False,0.0,,29,Azure,81.1,True,True,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.041674096547924
POL-2020813,INS-10813,Credit Union,NCUA,Southeast,2022-05-19,2023-05-19,2022,28.4,86,78.6,50,2.499,91105,False,True,0.0,Fiserv,13,On-Prem,91.2,True,True,2.3,0,0.0,0.0,0.0,1.0,0.0,1.0,0,3.380994674344636
POL-2020814,INS-10814,National Bank,OCC,Southeast,2020-09-19,2021-09-19,2020,37922.5,170704,470007.8,50,1.109,198832760,False,True,0.0,Finastra,14,Hybrid,74.6,False,True,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.543326251687674
POL-2020815,INS-10815,Community Bank,CFPB,Southeast,2021-11-07,2022-11-07,2021,83.2,248,1153.8,25,0.976,172973,False,True,0.0,In-House,145,On-Prem,87.4,True,False,2.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.4331949212482815
POL-2020816,INS-10816,Hedge Fund,SEC,Southeast,2022-10-19,2023-10-19,2022,832.3,4456,2180.7,100,4.247,5766825,True,False,0.0,,3,AWS,65.2,True,False,3.2,1,0.0,0.0,0.0,4.0,1.0,1.0,0,6.725393721388161
POL-2020817,INS-10817,Regional Bank,OCC,Southwest,2021-01-21,2022-01-21,2021,1042.7,5298,12464.1,2,0.071,632654,False,True,0.0,Finastra,40,Azure,86.4,True,False,4.2,1,0.0,0.0,0.0,3.0,0.0,1.0,0,6.9505273708260065
POL-2020818,INS-10818,Credit Union,NCUA,Southeast,2022-12-13,2023-12-13,2022,49.0,269,58.8,2,0.025,24343,False,True,0.0,Other,17,AWS,88.5,True,True,2.8,0,0.0,0.0,0.0,2.0,1.0,0.0,0,3.912023005428146
POL-2020819,INS-10819,Regional Bank,CFPB,Northeast,2020-03-10,2021-03-10,2020,939.0,4121,8228.3,5,0.178,1053652,False,True,0.0,FIS,47,Azure,62.2,True,True,4.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.84587987526405
POL-2020820,INS-10820,Fintech-Lending,State,Southeast,2021-06-28,2022-06-28,2021,317.3,1945,530.6,10,0.263,776218,False,False,0.0,,58,AWS,91.6,True,True,3.2,0,1.0,580339.0,0.0,0.0,0.0,0.0,1,5.762994334288047
POL-2020821,INS-10821,Regional Bank,OCC,Midwest,2021-07-21,2022-07-21,2021,1227.3,4221,13061.9,25,1.194,3611121,False,True,0.0,Fiserv,20,GCP,88.0,True,True,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.113386378545049
POL-2020822,INS-10822,National Bank,FDIC,Northeast,2021-09-26,2022-09-26,2021,18047.8,70307,214091.2,500,23.151,305335985,False,True,0.0,FIS,27,Azure,82.5,False,True,4.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.800834479556542
POL-2020823,INS-10823,Community Bank,State,National,2024-07-23,2025-07-23,2024,112.2,515,1379.6,5,0.097,98273,False,True,0.0,Fiserv,25,AWS,76.8,True,True,2.8,0,1.0,27489.0,18362.0,0.0,0.0,0.0,1,4.729156165769083
POL-2020824,INS-10824,Fintech-Lending,SEC,Midwest,2022-03-11,2023-03-11,2022,108.3,219,186.1,2,0.025,98295,False,False,0.0,,18,Azure,80.1,False,False,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,4.694096395182493
POL-2020825,INS-10825,Fintech-Lending,SEC,West,2021-12-03,2022-12-03,2021,337.2,1134,873.4,25,1.248,1313429,False,False,0.0,,20,AWS,82.7,True,True,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.82363743646448
POL-2020826,INS-10826,Fintech-Lending,State,Midwest,2024-06-16,2025-06-16,2024,165.7,532,238.5,10,0.457,300268,False,False,0.0,,70,GCP,79.9,True,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.116195789756748
POL-2020827,INS-10827,Credit Union,NCUA,West,2023-05-19,2024-05-18,2023,46.6,182,107.5,5,0.189,37831,False,True,0.0,In-House,50,AWS,72.3,True,False,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8628327612373745
POL-2020828,INS-10828,Asset Manager,State,Midwest,2021-07-07,2022-07-07,2021,497.0,1979,1487.8,5,0.103,581522,True,False,13.1,,14,GCP,97.5,True,True,2.5,0,1.0,137339.0,15053.0,0.0,0.0,0.0,1,6.210600077024653
POL-2020829,INS-10829,Regional Bank,OCC,Southwest,2023-09-12,2024-09-11,2023,1730.1,5173,17612.1,2,0.073,927249,False,True,0.0,Finastra,28,Hybrid,93.0,True,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.456512323582683
POL-2020830,INS-10830,Investment Bank,OCC,Southeast,2022-08-11,2023-08-11,2022,3458.1,15654,39168.5,5,0.072,4586896,True,False,0.0,Jack Henry,20,AWS,92.2,True,True,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.148763718608901
POL-2020831,INS-10831,Fintech-Lending,CFPB,Southeast,2024-09-21,2025-09-21,2024,394.3,764,524.1,1,0.049,236054,False,False,0.0,,20,AWS,83.2,True,True,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.9796449703026395
POL-2020832,INS-10832,Hedge Fund,SEC,National,2022-04-22,2023-04-22,2022,481.9,3348,972.7,5,0.214,724379,True,False,0.0,,34,GCP,73.6,True,False,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.179809592879496
POL-2020833,INS-10833,Regional Bank,SEC,Midwest,2024-05-01,2025-05-01,2024,348.2,1243,3531.5,25,0.374,1081906,False,True,0.0,Other,23,On-Prem,92.7,False,False,3.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.855644823965447
POL-2020834,INS-10834,Insurance Carrier,FRB,Southwest,2020-08-21,2021-08-21,2020,1094.4,6101,2035.3,10,0.442,1727994,False,False,0.0,,44,Azure,82.4,True,False,3.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.998874872349621
POL-2020835,INS-10835,Asset Manager,NCUA,Southwest,2024-10-26,2025-10-26,2024,401.0,1031,692.6,10,0.228,548566,True,False,6.7,,23,GCP,44.5,True,True,3.7,1,1.0,1309003.0,834195.0,0.0,0.0,0.0,1,5.996452088619021
POL-2020836,INS-10836,Community Bank,OCC,Midwest,2023-04-15,2024-04-14,2023,88.7,452,1217.4,5,0.123,88994,False,True,0.0,Fiserv,15,Hybrid,52.7,False,True,3.0,1,1.0,2707498.0,1303640.0,0.0,0.0,0.0,1,4.49647076906475
POL-2020837,INS-10837,Insurance Carrier,FINRA,Southwest,2023-11-27,2024-11-26,2023,3551.2,10023,4777.5,5,0.2,3102017,False,False,0.0,,33,On-Prem,87.5,True,True,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.175322408833226
POL-2020838,INS-10838,Fintech-Payments,SEC,Northeast,2024-05-11,2025-05-11,2024,486.7,3612,834.0,10,0.104,1134706,False,True,0.0,,56,Azure,85.2,True,False,3.0,1,0.0,0.0,0.0,3.0,0.0,1.0,0,6.189700462716007
POL-2020839,INS-10839,Community Bank,State,Southeast,2024-10-19,2025-10-19,2024,150.9,331,2055.5,50,2.108,630235,False,True,0.0,Temenos,152,AWS,93.1,True,True,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.023222409601727
POL-2020840,INS-10840,Regional Bank,FDIC,Southeast,2024-08-21,2025-08-21,2024,443.9,2026,5292.5,50,0.799,1668874,False,True,0.0,FIS,123,Hybrid,76.1,True,False,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.097849537811996
POL-2020841,INS-10841,Broker-Dealer,FINRA,Southeast,2020-03-07,2021-03-07,2020,458.2,2122,1082.4,1,0.025,246782,True,False,0.0,,127,GCP,79.6,True,True,4.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.129485845005356
POL-2020842,INS-10842,Regional Bank,State,Southwest,2024-01-06,2025-01-05,2024,700.4,3709,10088.9,5,0.071,812261,False,True,0.0,Fiserv,43,AWS,75.8,True,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.5530783377060775
POL-2020843,INS-10843,Insurance Carrier,SEC,Southwest,2023-04-05,2024-04-04,2023,1220.2,4492,1409.3,50,1.802,5037834,False,False,0.0,,24,On-Prem,80.4,True,True,4.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.107589260860723
POL-2020844,INS-10844,Community Bank,SEC,Southeast,2021-09-23,2022-09-23,2021,108.3,368,1119.7,15,0.699,212429,False,True,0.0,FIS,44,Azure,68.0,True,False,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,4.694096395182493
POL-2020845,INS-10845,Broker-Dealer,FINRA,West,2021-09-11,2022-09-11,2021,713.5,3657,1922.4,50,2.306,4009897,True,False,0.0,,15,AWS,64.2,True,True,3.1,0,0.0,0.0,0.0,3.0,0.0,2.0,0,6.571582997369922
POL-2020846,INS-10846,Fintech-Lending,CFPB,Southwest,2023-06-23,2024-06-22,2023,170.0,745,381.7,25,0.486,609664,False,False,0.0,,36,Hybrid,82.3,True,False,4.0,0,0.0,0.0,0.0,3.0,0.0,1.0,0,5.14166355650266
POL-2020847,INS-10847,Investment Bank,FDIC,West,2021-10-24,2022-10-24,2021,5508.6,20776,66791.2,250,2.456,78774883,True,False,0.0,FIS,17,On-Prem,73.9,True,True,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.614247304230489
POL-2020848,INS-10848,Fintech-Lending,SEC,Northeast,2021-05-21,2022-05-21,2021,196.6,724,561.5,10,0.398,427327,False,False,0.0,,76,Azure,71.5,False,True,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.286244785313768
POL-2020849,INS-10849,Fintech-Payments,SEC,Midwest,2020-06-03,2021-06-03,2020,261.4,1128,298.4,25,1.066,928568,False,True,0.0,,104,On-Prem,69.2,True,True,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.5698700570699335
POL-2020850,INS-10850,Asset Manager,NCUA,National,2023-01-03,2024-01-03,2023,293.3,957,807.7,15,0.414,583772,True,False,44.5,,18,On-Prem,66.9,False,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.684599655239428
POL-2020851,INS-10851,Regional Bank,NCUA,Southwest,2020-12-05,2021-12-05,2020,300.7,1127,3239.2,5,0.188,262895,False,True,0.0,Temenos,86,AWS,88.1,True,False,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.709433146165015
POL-2020852,INS-10852,Insurance Carrier,FRB,Northeast,2023-03-16,2024-03-15,2023,5199.1,18684,15101.3,50,0.529,21457450,False,False,0.0,,95,Hybrid,67.9,True,True,1.5,2,0.0,0.0,0.0,2.0,0.0,1.0,0,8.55643313515384
POL-2020853,INS-10853,Asset Manager,OCC,Southeast,2023-03-03,2024-03-02,2023,558.8,858,1010.7,15,0.176,1267090,True,False,1.6,,28,On-Prem,60.9,True,True,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.327579577081353
POL-2020854,INS-10854,Regional Bank,FDIC,Southwest,2024-04-15,2025-04-15,2024,560.7,1907,6888.2,15,0.499,1124362,False,True,0.0,In-House,8,GCP,94.0,True,True,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.330967899538387
POL-2020855,INS-10855,Regional Bank,FINRA,Southeast,2023-04-08,2024-04-07,2023,345.6,2754,4693.5,5,0.084,407960,False,True,0.0,FIS,63,AWS,86.8,True,False,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.848171377281505
POL-2020856,INS-10856,Community Bank,FDIC,National,2021-11-22,2022-11-22,2021,43.6,251,372.2,1,0.042,17719,False,True,0.0,Fiserv,102,Azure,89.0,True,True,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7977338590260183
POL-2020857,INS-10857,Fintech-Payments,State,West,2022-09-21,2023-09-21,2022,346.9,1587,668.5,2,0.099,322308,False,True,0.0,,10,On-Prem,72.3,False,True,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8519150821578965
POL-2020858,INS-10858,Community Bank,CFPB,Northeast,2022-06-06,2023-06-06,2022,93.2,572,859.9,1,0.048,34277,False,True,0.0,Temenos,185,Azure,85.2,True,True,1.8,0,0.0,0.0,0.0,1.0,1.0,0.0,0,4.545420181582317
POL-2020859,INS-10859,Fintech-Payments,State,Southwest,2024-06-02,2025-06-02,2024,677.8,5313,783.1,1,0.025,327445,False,True,0.0,,13,GCP,70.0,True,True,5.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.5203265333600715
POL-2020860,INS-10860,Custodian Bank,FDIC,Midwest,2024-10-06,2025-10-06,2024,12934.5,58757,183099.8,25,0.972,32873103,False,False,0.3,In-House,62,On-Prem,76.4,True,False,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.467730748685575
POL-2020861,INS-10861,Insurance Carrier,CFPB,National,2022-03-21,2023-03-21,2022,3091.8,12997,7507.6,25,0.59,7035459,False,False,0.0,,72,On-Prem,69.5,True,True,1.9,1,0.0,0.0,0.0,3.0,1.0,1.0,0,8.036832108454066
POL-2020862,INS-10862,Credit Union,NCUA,Southeast,2023-07-17,2024-07-16,2023,95.4,312,151.3,15,0.619,140641,False,True,0.0,Finastra,7,Hybrid,57.4,True,True,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.5685062016165
POL-2020863,INS-10863,Regional Bank,OCC,West,2020-05-08,2021-05-08,2020,1154.0,4970,14361.7,15,0.744,2636342,False,True,0.0,FIS,226,AWS,99.6,True,True,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.051855622955894
POL-2020864,INS-10864,Community Bank,NCUA,National,2023-04-21,2024-04-20,2023,67.8,263,701.6,1,0.04,23449,False,True,0.0,Jack Henry,10,Azure,90.7,True,False,3.1,3,0.0,0.0,0.0,3.0,0.0,1.0,0,4.231203744939298
POL-2020865,INS-10865,Fintech-Payments,State,Southeast,2024-07-21,2025-07-21,2024,160.0,599,409.1,25,1.216,676077,False,True,0.0,,27,GCP,64.6,True,True,3.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.081404364984463
POL-2020866,INS-10866,Regional Bank,State,West,2021-11-23,2022-11-23,2021,209.4,1497,2219.6,15,0.142,449442,False,True,0.0,Jack Henry,22,Azure,85.8,True,True,3.4,0,1.0,1862956.0,868976.0,0.0,0.0,0.0,1,5.349010480863555
POL-2020867,INS-10867,Fintech-Lending,State,Southeast,2020-04-02,2021-04-02,2020,267.8,1916,476.2,15,0.481,778295,False,False,0.0,,19,Azure,83.6,True,True,4.1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,5.5939676086489944
POL-2020868,INS-10868,Fintech-Lending,SEC,Southwest,2021-04-17,2022-04-17,2021,133.2,250,201.5,1,0.049,71276,False,False,0.0,,9,GCP,69.7,True,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.8993312245375815
POL-2020869,INS-10869,Investment Bank,FDIC,Southwest,2024-04-10,2025-04-10,2024,5010.8,32437,57803.7,250,11.492,68664788,True,False,0.0,FIS,10,GCP,69.4,True,True,4.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.519550410989917
POL-2020870,INS-10870,Asset Manager,FRB,Southwest,2024-10-24,2025-10-24,2024,450.5,1077,839.5,5,0.027,530322,False,False,4.5,,11,AWS,87.3,True,True,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.11257537285704
POL-2020871,INS-10871,Regional Bank,FRB,Midwest,2022-10-18,2023-10-18,2022,672.8,2717,6995.9,2,0.089,455239,False,True,0.0,Temenos,106,On-Prem,93.9,True,True,4.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.512933330972452
POL-2020872,INS-10872,Hedge Fund,NCUA,Southeast,2023-02-11,2024-02-11,2023,714.1,2696,805.8,2,0.025,597222,True,False,0.0,,51,AWS,86.0,True,True,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.57242239305435
POL-2020873,INS-10873,Insurance Carrier,CFPB,Southwest,2023-07-14,2024-07-13,2023,4458.3,23137,11367.1,100,1.154,26951759,False,False,0.0,,85,On-Prem,87.3,True,False,3.5,0,0.0,0.0,0.0,2.0,0.0,1.0,0,8.402747082023419
POL-2020874,INS-10874,Regional Bank,OCC,Southeast,2020-02-13,2021-02-12,2020,1006.0,3300,10653.6,100,0.726,5940232,False,True,0.0,Other,48,On-Prem,78.9,False,False,2.9,1,0.0,0.0,0.0,2.0,0.0,2.0,0,6.914730892718563
POL-2020875,INS-10875,Insurance Carrier,CFPB,National,2022-09-23,2023-09-23,2022,3216.1,38843,4538.7,10,0.27,4870640,False,False,0.0,,26,AWS,80.9,True,False,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.076235611617575
POL-2020876,INS-10876,Insurance Carrier,CFPB,National,2021-08-02,2022-08-02,2021,3422.5,14533,4492.1,100,2.121,21664983,False,False,0.0,,9,AWS,99.1,True,False,3.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.138418698561118
POL-2020877,INS-10877,Community Bank,FRB,Northeast,2023-11-05,2024-11-04,2023,126.9,580,1142.0,5,0.073,134525,False,True,0.0,FIS,103,AWS,84.5,True,False,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.851248708584797
POL-2020878,INS-10878,National Bank,OCC,Southwest,2024-02-17,2025-02-16,2024,35023.5,171332,345731.4,250,6.411,460027904,False,True,0.0,Jack Henry,9,GCP,98.1,True,True,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.463803095585824
POL-2020879,INS-10879,Fintech-Lending,SEC,Northeast,2024-05-24,2025-05-24,2024,267.3,1673,332.1,5,0.23,344856,False,False,0.0,,33,AWS,92.0,True,False,4.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.592105757431579
POL-2020880,INS-10880,Community Bank,State,National,2021-05-24,2022-05-24,2021,54.9,316,619.3,2,0.025,26220,False,True,0.0,Jack Henry,8,AWS,87.2,False,False,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.023564380161053
POL-2020881,INS-10881,Regional Bank,SEC,National,2020-12-14,2021-12-14,2020,694.4,1787,8861.6,10,0.322,1142558,False,True,0.0,Temenos,14,Azure,89.3,True,True,2.7,0,0.0,0.0,0.0,3.0,0.0,2.0,0,6.544487219573761
POL-2020882,INS-10882,Regional Bank,NCUA,West,2023-03-17,2024-03-16,2023,497.5,2434,4716.6,100,0.791,3293481,False,True,0.0,Other,19,Azure,73.9,True,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.211603589401893
POL-2020883,INS-10883,Community Bank,FDIC,National,2021-05-28,2022-05-28,2021,197.0,869,1598.8,5,0.214,198684,False,True,0.0,Fiserv,50,AWS,80.9,True,True,3.9,0,1.0,54871.0,33251.0,0.0,0.0,0.0,1,5.288267030694535
POL-2020884,INS-10884,Community Bank,NCUA,National,2022-01-19,2023-01-19,2022,185.8,767,2769.3,2,0.049,96819,False,True,0.0,Other,150,AWS,66.2,True,True,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.230038525794742
POL-2020885,INS-10885,Credit Union,NCUA,Northeast,2024-01-04,2025-01-03,2024,63.5,257,87.5,2,0.025,32848,False,True,0.0,Temenos,51,Hybrid,86.3,True,False,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.1666652238017265
POL-2020886,INS-10886,Community Bank,State,Midwest,2023-08-25,2024-08-24,2023,43.6,246,478.9,5,0.045,34078,False,True,0.0,Jack Henry,23,GCP,66.3,False,False,4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7977338590260183
POL-2020887,INS-10887,Credit Union,NCUA,Midwest,2023-07-20,2024-07-19,2023,55.2,165,113.8,1,0.035,18821,False,True,0.0,Other,77,GCP,74.5,True,True,3.6,1,0.0,0.0,0.0,2.0,0.0,0.0,0,4.028916756899646
POL-2020888,INS-10888,Fintech-Lending,State,Northeast,2023-12-27,2024-12-26,2023,467.2,1506,1010.6,50,1.881,2244086,False,False,0.0,,31,Hybrid,96.5,True,True,4.1,0,0.0,0.0,0.0,3.0,0.0,0.0,0,6.148895555056811
POL-2020889,INS-10889,Credit Union,NCUA,National,2021-06-15,2022-06-15,2021,42.9,156,107.8,10,0.411,64011,False,True,0.0,Other,21,On-Prem,77.9,True,False,2.5,1,0.0,0.0,0.0,1.0,0.0,1.0,0,3.7819143200811256
POL-2020890,INS-10890,Regional Bank,OCC,National,2022-01-21,2023-01-21,2022,293.8,2208,2415.1,5,0.121,254806,False,True,0.0,Jack Henry,21,On-Prem,97.9,True,True,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.686297160315181
POL-2020891,INS-10891,Insurance Carrier,FDIC,National,2020-06-14,2021-06-14,2020,6400.6,21739,17864.3,250,6.326,70291713,False,False,0.0,,16,On-Prem,84.6,True,True,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.76430323810297
POL-2020892,INS-10892,Regional Bank,FDIC,Northeast,2024-10-26,2025-10-26,2024,1444.8,7841,13598.4,50,2.184,6712385,False,True,0.0,Fiserv,14,On-Prem,75.3,True,True,3.9,0,0.0,0.0,0.0,2.0,0.0,1.0,0,7.276418080566197
POL-2020893,INS-10893,Broker-Dealer,SEC,West,2024-08-06,2025-08-06,2024,2051.7,9281,5378.2,50,0.734,10695800,True,False,0.0,,111,Azure,63.8,True,True,3.9,0,1.0,3387813.0,1683010.0,2.0,1.0,0.0,1,7.626911278723133
POL-2020894,INS-10894,Credit Union,NCUA,Northeast,2020-02-14,2021-02-13,2020,35.0,123,99.2,500,7.092,509867,False,True,0.0,Fiserv,12,GCP,96.3,False,False,2.9,1,1.0,153175.0,37274.0,0.0,0.0,0.0,1,3.58351893845611
POL-2020895,INS-10895,Community Bank,FDIC,National,2022-11-16,2023-11-16,2022,183.1,790,2322.1,100,1.698,1044239,False,True,0.0,Fiserv,18,Hybrid,85.9,True,True,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.215479088239032
POL-2020896,INS-10896,Fintech-Payments,SEC,Northeast,2022-04-19,2023-04-19,2022,270.6,1131,429.9,25,0.504,1174928,False,True,0.0,,61,GCP,76.4,True,False,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.604330395684541
POL-2020897,INS-10897,Insurance Carrier,FINRA,Southeast,2023-11-21,2024-11-20,2023,5181.5,21073,12256.9,250,8.446,48820433,False,False,0.0,,149,GCP,50.6,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.553042844309935
POL-2020898,INS-10898,Regional Bank,CFPB,Southeast,2024-04-24,2025-04-24,2024,732.8,2646,8366.9,100,4.712,3929370,False,True,0.0,Other,66,GCP,70.0,False,True,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.598236511921182
POL-2020899,INS-10899,Regional Bank,State,Southwest,2020-10-18,2021-10-18,2020,526.9,1859,4665.5,2,0.07,313745,False,True,0.0,Jack Henry,66,GCP,93.0,True,False,3.3,1,0.0,0.0,0.0,1.0,0.0,0.0,0,6.268906871829571
POL-2020900,INS-10900,Regional Bank,OCC,West,2024-10-08,2025-10-08,2024,740.1,4850,7615.9,2,0.038,391488,False,True,0.0,Other,13,On-Prem,96.2,True,False,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,6.608135568957313
POL-2020901,INS-10901,Community Bank,SEC,Southeast,2021-08-22,2022-08-22,2021,61.5,709,599.0,10,0.134,96570,False,True,0.0,In-House,39,AWS,83.6,True,True,3.1,0,1.0,457778.0,109526.0,1.0,0.0,1.0,1,4.135166556742356
POL-2020902,INS-10902,Custodian Bank,FDIC,Southeast,2020-05-28,2021-05-28,2020,7775.5,25976,79914.5,250,10.666,74399663,False,False,29.3,Temenos,25,GCP,93.0,True,True,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.958861644484616
POL-2020903,INS-10903,Custodian Bank,FDIC,National,2022-03-27,2023-03-27,2022,18103.8,67601,222299.1,50,1.058,78543039,False,False,12.9,FIS,23,Azure,90.4,False,False,2.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9.803932375466536
POL-2020904,INS-10904,Community Bank,State,National,2021-01-18,2022-01-18,2021,116.0,524,1368.7,5,0.056,96874,False,True,0.0,Temenos,32,GCP,91.7,True,True,2.7,1,0.0,0.0,0.0,1.0,0.0,0.0,0,4.762173934797756
POL-2020905,INS-10905,Asset Manager,State,Midwest,2022-05-23,2023-05-23,2022,3036.0,11113,3356.8,100,2.457,19828422,True,False,2.7,,35,Hybrid,79.6,False,True,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.01862546504575
POL-2020906,INS-10906,Credit Union,NCUA,Southeast,2022-08-21,2023-08-21,2022,52.9,109,63.6,2,0.025,21850,False,True,0.0,Temenos,60,On-Prem,81.0,True,True,2.3,0,0.0,0.0,0.0,2.0,1.0,1.0,0,3.9871304779149512
POL-2020907,INS-10907,Community Bank,FDIC,National,2021-12-21,2022-12-21,2021,46.4,166,492.4,1,0.025,14330,False,True,0.0,Other,8,Azure,80.3,True,False,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.858622228701031
POL-2020908,INS-10908,Broker-Dealer,FINRA,Northeast,2021-01-04,2022-01-04,2021,809.9,5066,1538.4,5,0.127,867904,True,False,0.0,,37,AWS,81.3,False,False,2.4,0,0.0,0.0,0.0,1.0,1.0,0.0,0,6.698144741950512
POL-2020909,INS-10909,Hedge Fund,OCC,Southwest,2021-11-24,2022-11-24,2021,331.2,2020,861.3,5,0.1,393184,True,False,0.0,,20,On-Prem,88.4,True,True,3.1,0,1.0,431428.0,102244.0,1.0,0.0,0.0,1,5.8057371971791945
POL-2020910,INS-10910,Community Bank,FDIC,Southwest,2023-12-26,2024-12-25,2023,192.7,807,2330.6,15,0.305,302779,False,True,0.0,Other,89,On-Prem,91.8,True,False,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.2663105704129505
POL-2020911,INS-10911,National Bank,OCC,West,2020-02-03,2021-02-02,2020,49456.0,309424,657072.5,50,1.48,215540610,False,True,0.0,Finastra,40,Hybrid,96.0,True,False,2.2,1,1.0,6864038.0,2925498.0,0.0,0.0,0.0,1,10.808858884161006
POL-2020912,INS-10912,Regional Bank,State,Midwest,2024-03-13,2025-03-13,2024,294.7,1211,2578.2,10,0.49,433768,False,True,0.0,Finastra,78,Azure,63.7,True,True,4.9,2,0.0,0.0,0.0,0.0,0.0,0.0,0,5.689345426858432
POL-2020913,INS-10913,Credit Union,NCUA,Northeast,2024-03-13,2025-03-13,2024,16.3,65,32.8,25,0.815,31317,False,True,0.0,Temenos,25,Hybrid,85.2,True,False,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8507065015037334
