finding_id,insured_id,policy_id,examining_agency,exam_date,severity_label,control_area,finding_text
FND-50486,INS-10161,POL-2021261,State,2020-03-23,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50487,INS-10330,POL-2021430,NCUA,2018-06-12,Low,logging and monitoring,Review of logging and monitoring found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50488,INS-10330,POL-2021430,NCUA,2018-06-20,Low,vulnerability management,The institution maintains adequate controls over vulnerability management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50489,INS-10109,POL-2021209,State,2021-09-04,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that log retention and review is not consistently performed across business lines. Remediation plan must be submitted.
FND-50490,INS-10109,POL-2021209,State,2022-03-13,Low,business continuity planning,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in business continuity planning, which management has committed to address by next examination cycle."
FND-50491,INS-10109,POL-2021209,State,2022-02-15,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50492,INS-10367,POL-2020367,SEC,2022-02-12,Low,identity and access management,Review of identity and access management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50493,INS-10367,POL-2020367,SEC,2020-11-26,Medium,vendor due diligence procedures,"Examiners identified deficiencies in the institution's vendor due diligence procedures. Specifically, the institution lacks documented procedures for testing of incident response procedures. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50494,INS-10367,POL-2020367,SEC,2020-08-11,Medium,vulnerability management,An MRA has been issued related to vulnerability management. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
FND-50495,INS-10257,POL-2021357,FDIC,2022-03-07,Low,data loss prevention controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in data loss prevention controls, which management has committed to address by next examination cycle."
FND-50496,INS-10257,POL-2021357,FDIC,2023-07-12,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over segregation of duties in critical systems are not commensurate with the institution's risk profile and complexity.
FND-50497,INS-10257,POL-2021357,FDIC,2022-11-07,Medium,business continuity planning,The examination identified weaknesses in business continuity planning that warrant management attention. Testing revealed that remediation of known critical vulnerabilities is not consistently performed across business lines. Remediation plan must be submitted.
FND-50498,INS-10097,POL-2021197,State,2019-12-09,Low,logging and monitoring,The institution maintains adequate controls over logging and monitoring. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50499,INS-10097,POL-2021197,State,2019-02-10,Medium,logging and monitoring,"Examiners identified deficiencies in the institution's logging and monitoring. Specifically, the institution lacks documented procedures for multi-factor authentication for administrative access. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50500,INS-10097,POL-2021197,State,2018-08-24,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for remediation of known critical vulnerabilities. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50501,INS-10097,POL-2021197,State,2019-01-23,Low,privileged access controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in privileged access controls, which management has committed to address by next examination cycle."
FND-50502,INS-10204,POL-2021304,FINRA,2022-11-12,Low,patch management program,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in patch management program, which management has committed to address by next examination cycle."
FND-50503,INS-10204,POL-2021304,FINRA,2024-05-06,High,vulnerability management,"The examination identified material weaknesses in the institution's vulnerability management. Specifically, the institution has not adequately addressed prior examination findings regarding documented recovery time objectives. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50504,INS-10204,POL-2021304,FINRA,2023-10-23,Low,data loss prevention controls,Review of data loss prevention controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50505,INS-10132,POL-2021232,FINRA,2019-01-23,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50506,INS-10132,POL-2021232,FINRA,2018-09-09,Low,business continuity planning,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in business continuity planning, which management has committed to address by next examination cycle."
FND-50507,INS-10132,POL-2021232,FINRA,2019-01-29,Low,patch management program,Review of patch management program found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50508,INS-10704,POL-2020704,CFPB,2021-11-08,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50509,INS-10233,POL-2020233,State,2021-02-10,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50510,INS-10233,POL-2020233,State,2021-07-02,High,patch management program,"The examination identified material weaknesses in the institution's patch management program. Specifically, the institution has not adequately addressed prior examination findings regarding encryption of data at rest. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50511,INS-10618,POL-2020618,OCC,2019-04-24,High,vulnerability management,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in vulnerability management, including failure to segregation of duties in critical systems. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50512,INS-10196,POL-2020196,FRB,2023-12-19,Medium,third-party risk management,The examination identified weaknesses in third-party risk management that warrant management attention. Testing revealed that periodic access recertification is not consistently performed across business lines. Remediation plan must be submitted.
FND-50513,INS-10196,POL-2020196,FRB,2023-10-07,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50514,INS-10159,POL-2021259,SEC,2021-04-13,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for segregation of duties in critical systems. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50515,INS-10159,POL-2021259,SEC,2021-02-08,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50516,INS-10081,POL-2020081,FRB,2024-06-15,High,cloud security governance,Examiners conclude that the institution's practices in cloud security governance represent an unsafe and unsound condition. The institution has failed to periodic access recertification. A consent order is under consideration.
FND-50517,INS-10304,POL-2021404,FDIC,2018-09-16,Medium,privileged access controls,"Examiners identified deficiencies in the institution's privileged access controls. Specifically, the institution lacks documented procedures for segregation of duties in critical systems. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50518,INS-10597,POL-2020597,CFPB,2022-03-18,Low,incident response capabilities,Review of incident response capabilities found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50519,INS-10597,POL-2020597,CFPB,2022-02-04,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50520,INS-10597,POL-2020597,CFPB,2022-05-08,High,third-party risk management,"The examination identified material weaknesses in the institution's third-party risk management. Specifically, the institution has not adequately addressed prior examination findings regarding documented recovery time objectives. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50521,INS-10056,POL-2021156,State,2020-02-10,Low,vendor due diligence procedures,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in vendor due diligence procedures, which management has committed to address by next examination cycle."
FND-50522,INS-10111,POL-2020111,SEC,2018-06-29,Low,data loss prevention controls,The institution maintains adequate controls over data loss prevention controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50523,INS-10111,POL-2020111,SEC,2019-01-31,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that testing of incident response procedures is not consistently performed across business lines. Remediation plan must be submitted.
FND-50524,INS-10176,POL-2021276,NCUA,2021-09-29,Medium,vulnerability management,An MRA has been issued related to vulnerability management. Examiners found that controls over log retention and review are not commensurate with the institution's risk profile and complexity.
FND-50525,INS-10780,POL-2020780,SEC,2020-11-21,Medium,business continuity planning,The examination identified weaknesses in business continuity planning that warrant management attention. Testing revealed that segregation of duties in critical systems is not consistently performed across business lines. Remediation plan must be submitted.
FND-50526,INS-10780,POL-2020780,SEC,2022-04-24,Medium,incident response capabilities,The examination identified weaknesses in incident response capabilities that warrant management attention. Testing revealed that fourth-party risk assessment is not consistently performed across business lines. Remediation plan must be submitted.
FND-50527,INS-10983,POL-2020983,FDIC,2020-03-22,Medium,patch management program,An MRA has been issued related to patch management program. Examiners found that controls over log retention and review are not commensurate with the institution's risk profile and complexity.
FND-50528,INS-10983,POL-2020983,FDIC,2020-08-04,Medium,incident response capabilities,An MRA has been issued related to incident response capabilities. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50529,INS-10983,POL-2020983,FDIC,2019-10-21,Low,third-party risk management,The institution maintains adequate controls over third-party risk management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50530,INS-10983,POL-2020983,FDIC,2020-03-02,Medium,privileged access controls,An MRA has been issued related to privileged access controls. Examiners found that controls over fourth-party risk assessment are not commensurate with the institution's risk profile and complexity.
FND-50531,INS-10799,POL-2020799,OCC,2022-08-02,Low,identity and access management,The institution maintains adequate controls over identity and access management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50532,INS-10799,POL-2020799,OCC,2022-08-20,Low,business continuity planning,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in business continuity planning, which management has committed to address by next examination cycle."
FND-50533,INS-10165,POL-2021265,NCUA,2023-07-31,Low,vulnerability management,The institution maintains adequate controls over vulnerability management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50534,INS-10165,POL-2021265,NCUA,2022-02-24,Medium,identity and access management,The examination identified weaknesses in identity and access management that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50535,INS-10050,POL-2021150,FDIC,2021-01-23,High,data loss prevention controls,"The examination identified material weaknesses in the institution's data loss prevention controls. Specifically, the institution has not adequately addressed prior examination findings regarding remediation of known critical vulnerabilities. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50536,INS-10824,POL-2020824,SEC,2020-12-15,Low,business continuity planning,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in business continuity planning, which management has committed to address by next examination cycle."
FND-50537,INS-10382,POL-2020382,SEC,2020-06-10,High,data loss prevention controls,Examiners conclude that the institution's practices in data loss prevention controls represent an unsafe and unsound condition. The institution has failed to fourth-party risk assessment. A consent order is under consideration.
FND-50538,INS-10382,POL-2020382,SEC,2019-07-31,Medium,business continuity planning,The examination identified weaknesses in business continuity planning that warrant management attention. Testing revealed that periodic access recertification is not consistently performed across business lines. Remediation plan must be submitted.
FND-50539,INS-10382,POL-2020382,SEC,2019-09-23,High,data classification and handling,"The examination identified material weaknesses in the institution's data classification and handling. Specifically, the institution has not adequately addressed prior examination findings regarding periodic access recertification. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50540,INS-10538,POL-2020538,State,2021-12-03,Medium,incident response capabilities,The examination identified weaknesses in incident response capabilities that warrant management attention. Testing revealed that testing of incident response procedures is not consistently performed across business lines. Remediation plan must be submitted.
FND-50541,INS-10393,POL-2021493,SEC,2024-05-16,Medium,third-party risk management,An MRA has been issued related to third-party risk management. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
FND-50542,INS-10012,POL-2021112,CFPB,2021-02-19,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50543,INS-10012,POL-2021112,CFPB,2020-11-02,Medium,data classification and handling,The examination identified weaknesses in data classification and handling that warrant management attention. Testing revealed that periodic access recertification is not consistently performed across business lines. Remediation plan must be submitted.
FND-50544,INS-10324,POL-2020324,OCC,2022-03-04,Low,incident response capabilities,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in incident response capabilities, which management has committed to address by next examination cycle."
FND-50545,INS-10361,POL-2020361,OCC,2021-05-09,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50546,INS-10361,POL-2020361,OCC,2022-02-14,Medium,logging and monitoring,An MRA has been issued related to logging and monitoring. Examiners found that controls over fourth-party risk assessment are not commensurate with the institution's risk profile and complexity.
FND-50547,INS-10361,POL-2020361,OCC,2021-02-19,Medium,patch management program,"Examiners identified deficiencies in the institution's patch management program. Specifically, the institution lacks documented procedures for periodic access recertification. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50548,INS-10387,POL-2021487,SEC,2023-04-24,Medium,business continuity planning,"Examiners identified deficiencies in the institution's business continuity planning. Specifically, the institution lacks documented procedures for multi-factor authentication for administrative access. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50549,INS-10387,POL-2021487,SEC,2023-01-13,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for segregation of duties in critical systems. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50550,INS-11029,POL-2021029,NCUA,2021-04-25,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50551,INS-10707,POL-2020707,FRB,2021-04-11,Medium,third-party risk management,An MRA has been issued related to third-party risk management. Examiners found that controls over timely application of security patches are not commensurate with the institution's risk profile and complexity.
FND-50552,INS-10332,POL-2020332,State,2022-12-24,Low,patch management program,Review of patch management program found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50553,INS-10429,POL-2020429,CFPB,2020-08-03,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50554,INS-10142,POL-2021242,State,2019-11-07,High,incident response capabilities,"The examination identified material weaknesses in the institution's incident response capabilities. Specifically, the institution has not adequately addressed prior examination findings regarding log retention and review. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50555,INS-10425,POL-2020425,FDIC,2019-11-13,Medium,third-party risk management,An MRA has been issued related to third-party risk management. Examiners found that controls over testing of incident response procedures are not commensurate with the institution's risk profile and complexity.
FND-50556,INS-10425,POL-2020425,FDIC,2021-05-03,Medium,third-party risk management,An MRA has been issued related to third-party risk management. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50557,INS-10425,POL-2020425,FDIC,2020-11-30,Low,data loss prevention controls,The institution maintains adequate controls over data loss prevention controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50558,INS-10628,POL-2020628,FINRA,2021-05-23,Medium,identity and access management,"Examiners identified deficiencies in the institution's identity and access management. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50559,INS-10628,POL-2020628,FINRA,2021-02-14,Low,patch management program,The institution maintains adequate controls over patch management program. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50560,INS-10628,POL-2020628,FINRA,2021-07-18,Low,privileged access controls,Review of privileged access controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50561,INS-10628,POL-2020628,FINRA,2021-06-17,Low,cloud security governance,The institution maintains adequate controls over cloud security governance. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50562,INS-10011,POL-2021111,FRB,2022-02-25,High,privileged access controls,"The examination identified material weaknesses in the institution's privileged access controls. Specifically, the institution has not adequately addressed prior examination findings regarding documented recovery time objectives. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50563,INS-10011,POL-2021111,FRB,2021-08-05,High,business continuity planning,"The examination identified material weaknesses in the institution's business continuity planning. Specifically, the institution has not adequately addressed prior examination findings regarding encryption of data at rest. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50564,INS-10011,POL-2021111,FRB,2021-08-17,Medium,patch management program,The examination identified weaknesses in patch management program that warrant management attention. Testing revealed that periodic access recertification is not consistently performed across business lines. Remediation plan must be submitted.
FND-50565,INS-10011,POL-2021111,FRB,2021-04-11,Medium,third-party risk management,"Examiners identified deficiencies in the institution's third-party risk management. Specifically, the institution lacks documented procedures for fourth-party risk assessment. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50566,INS-10677,POL-2020677,CFPB,2019-05-10,Medium,third-party risk management,An MRA has been issued related to third-party risk management. Examiners found that controls over fourth-party risk assessment are not commensurate with the institution's risk profile and complexity.
FND-50567,INS-10677,POL-2020677,CFPB,2019-06-04,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50568,INS-10693,POL-2020693,CFPB,2022-11-11,Medium,third-party risk management,The examination identified weaknesses in third-party risk management that warrant management attention. Testing revealed that encryption of data at rest is not consistently performed across business lines. Remediation plan must be submitted.
FND-50569,INS-10757,POL-2020757,CFPB,2021-07-09,Medium,data classification and handling,"Examiners identified deficiencies in the institution's data classification and handling. Specifically, the institution lacks documented procedures for encryption of data at rest. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50570,INS-10757,POL-2020757,CFPB,2021-01-05,Medium,data loss prevention controls,The examination identified weaknesses in data loss prevention controls that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50571,INS-10254,POL-2020254,FDIC,2019-04-04,Low,logging and monitoring,The institution maintains adequate controls over logging and monitoring. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50572,INS-10254,POL-2020254,FDIC,2020-04-16,Medium,business continuity planning,"Examiners identified deficiencies in the institution's business continuity planning. Specifically, the institution lacks documented procedures for testing of incident response procedures. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50573,INS-10254,POL-2020254,FDIC,2020-02-10,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50574,INS-11094,POL-2021094,FDIC,2019-09-03,High,data loss prevention controls,"The examination identified material weaknesses in the institution's data loss prevention controls. Specifically, the institution has not adequately addressed prior examination findings regarding segregation of duties in critical systems. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50575,INS-10916,POL-2020916,CFPB,2018-04-19,Low,data loss prevention controls,Review of data loss prevention controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50576,INS-10085,POL-2021185,NCUA,2019-06-07,Low,data classification and handling,Review of data classification and handling found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50577,INS-10668,POL-2020668,CFPB,2024-07-02,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for periodic access recertification. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50578,INS-10668,POL-2020668,CFPB,2023-08-05,Medium,vendor due diligence procedures,An MRA has been issued related to vendor due diligence procedures. Examiners found that controls over periodic access recertification are not commensurate with the institution's risk profile and complexity.
FND-50579,INS-10841,POL-2020841,FINRA,2018-08-03,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50580,INS-10806,POL-2020806,SEC,2021-01-31,Low,incident response capabilities,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in incident response capabilities, which management has committed to address by next examination cycle."
FND-50581,INS-10356,POL-2021456,FDIC,2023-06-06,High,third-party risk management,Examiners conclude that the institution's practices in third-party risk management represent an unsafe and unsound condition. The institution has failed to multi-factor authentication for administrative access. A consent order is under consideration.
FND-50582,INS-10086,POL-2020086,FDIC,2019-05-28,High,business continuity planning,"The examination identified material weaknesses in the institution's business continuity planning. Specifically, the institution has not adequately addressed prior examination findings regarding documented recovery time objectives. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50583,INS-10086,POL-2020086,FDIC,2019-05-18,High,logging and monitoring,Examiners conclude that the institution's practices in logging and monitoring represent an unsafe and unsound condition. The institution has failed to testing of incident response procedures. A consent order is under consideration.
FND-50584,INS-10086,POL-2020086,FDIC,2019-04-20,High,patch management program,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in patch management program, including failure to documented recovery time objectives. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50585,INS-10086,POL-2020086,FDIC,2020-10-31,High,patch management program,"The examination identified material weaknesses in the institution's patch management program. Specifically, the institution has not adequately addressed prior examination findings regarding fourth-party risk assessment. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50586,INS-10321,POL-2021421,CFPB,2022-07-05,High,cloud security governance,"The examination identified material weaknesses in the institution's cloud security governance. Specifically, the institution has not adequately addressed prior examination findings regarding segregation of duties in critical systems. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50587,INS-10265,POL-2020265,FDIC,2021-01-05,Low,business continuity planning,The institution maintains adequate controls over business continuity planning. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50588,INS-10265,POL-2020265,FDIC,2019-11-13,Low,logging and monitoring,The institution maintains adequate controls over logging and monitoring. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50589,INS-10265,POL-2020265,FDIC,2020-07-28,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50590,INS-10287,POL-2020287,OCC,2024-04-11,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50591,INS-10287,POL-2020287,OCC,2024-04-29,Low,incident response capabilities,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in incident response capabilities, which management has committed to address by next examination cycle."
FND-50592,INS-10287,POL-2020287,OCC,2023-03-15,Low,incident response capabilities,Review of incident response capabilities found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50593,INS-10383,POL-2021483,CFPB,2022-08-04,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
FND-50594,INS-10383,POL-2021483,CFPB,2022-04-06,Low,vulnerability management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in vulnerability management, which management has committed to address by next examination cycle."
FND-50595,INS-10383,POL-2021483,CFPB,2022-08-17,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that remediation of known critical vulnerabilities is not consistently performed across business lines. Remediation plan must be submitted.
FND-50596,INS-10892,POL-2020892,FDIC,2023-05-04,Medium,data classification and handling,An MRA has been issued related to data classification and handling. Examiners found that controls over log retention and review are not commensurate with the institution's risk profile and complexity.
FND-50597,INS-10892,POL-2020892,FDIC,2023-02-05,Low,incident response capabilities,Review of incident response capabilities found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50598,INS-10395,POL-2021495,State,2023-02-15,High,identity and access management,"The examination identified material weaknesses in the institution's identity and access management. Specifically, the institution has not adequately addressed prior examination findings regarding log retention and review. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50599,INS-10395,POL-2021495,State,2024-06-08,High,privileged access controls,Examiners conclude that the institution's practices in privileged access controls represent an unsafe and unsound condition. The institution has failed to encryption of data at rest. A consent order is under consideration.
FND-50600,INS-10978,POL-2020978,SEC,2020-12-12,Low,vulnerability management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in vulnerability management, which management has committed to address by next examination cycle."
FND-50601,INS-10978,POL-2020978,SEC,2021-06-03,Medium,data loss prevention controls,An MRA has been issued related to data loss prevention controls. Examiners found that controls over testing of incident response procedures are not commensurate with the institution's risk profile and complexity.
FND-50602,INS-10534,POL-2020534,State,2022-06-11,Medium,patch management program,An MRA has been issued related to patch management program. Examiners found that controls over segregation of duties in critical systems are not commensurate with the institution's risk profile and complexity.
FND-50603,INS-10534,POL-2020534,State,2023-03-08,Low,patch management program,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in patch management program, which management has committed to address by next examination cycle."
FND-50604,INS-10534,POL-2020534,State,2023-05-27,Medium,patch management program,An MRA has been issued related to patch management program. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50605,INS-11000,POL-2021000,SEC,2023-08-23,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50606,INS-11000,POL-2021000,SEC,2024-01-21,Low,cloud security governance,The institution maintains adequate controls over cloud security governance. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50607,INS-10221,POL-2020221,State,2020-03-29,High,incident response capabilities,Examiners conclude that the institution's practices in incident response capabilities represent an unsafe and unsound condition. The institution has failed to timely application of security patches. A consent order is under consideration.
FND-50608,INS-10221,POL-2020221,State,2020-11-15,High,privileged access controls,"The examination identified material weaknesses in the institution's privileged access controls. Specifically, the institution has not adequately addressed prior examination findings regarding documented recovery time objectives. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50609,INS-10221,POL-2020221,State,2021-01-24,High,patch management program,Examiners conclude that the institution's practices in patch management program represent an unsafe and unsound condition. The institution has failed to periodic access recertification. A consent order is under consideration.
FND-50610,INS-10113,POL-2020113,OCC,2019-05-22,Low,data loss prevention controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in data loss prevention controls, which management has committed to address by next examination cycle."
FND-50611,INS-10672,POL-2020672,FRB,2021-02-13,Low,logging and monitoring,The institution maintains adequate controls over logging and monitoring. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50612,INS-10672,POL-2020672,FRB,2020-12-07,Medium,identity and access management,"Examiners identified deficiencies in the institution's identity and access management. Specifically, the institution lacks documented procedures for testing of incident response procedures. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50613,INS-10672,POL-2020672,FRB,2020-04-22,Low,vulnerability management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in vulnerability management, which management has committed to address by next examination cycle."
FND-50614,INS-10583,POL-2020583,OCC,2022-02-03,Low,vendor due diligence procedures,The institution maintains adequate controls over vendor due diligence procedures. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50615,INS-10174,POL-2020174,SEC,2019-07-16,Medium,data classification and handling,The examination identified weaknesses in data classification and handling that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50616,INS-10174,POL-2020174,SEC,2019-03-10,High,logging and monitoring,"The examination identified material weaknesses in the institution's logging and monitoring. Specifically, the institution has not adequately addressed prior examination findings regarding log retention and review. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50617,INS-10535,POL-2020535,SEC,2022-01-06,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50618,INS-11078,POL-2021078,State,2022-03-14,Medium,patch management program,An MRA has been issued related to patch management program. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
FND-50619,INS-11078,POL-2021078,State,2021-02-18,Low,data classification and handling,Review of data classification and handling found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50620,INS-10076,POL-2021176,CFPB,2021-04-28,Medium,patch management program,"Examiners identified deficiencies in the institution's patch management program. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
