policy_id,insured_id,sub_sector,primary_regulator,region,policy_year,cloud_provider_primary,core_banking_vendor,premium_usd,n_claims,had_claim,total_loss,bi_loss,log_revenue,exposure_size_score,cyber_control_score,control_gap_score,vendor_control_pressure,vendor_pressure_band,regulatory_findings_pressure,high_sev_rate,critical_operations_score,payment_trading_flag,coverage_structure_score,limit_to_revenue,retention_ratio,prior_incident_score,repeat_offender,hybrid_cloud_flag,core_banking_vendor_missing,exposure_years,loss_ratio,bi_share_of_loss,limit_mm,retention_mm
POL-2020658,INS-10658,Broker-Dealer,FINRA,Southwest,2023,Azure,Unknown,2721961,0.0,0,0.0,0.0,6.933617938507864,0.28978317410488685,0.565,0.43500000000000005,9.696969696969695,Moderate,0.0,0.0,1,0,-0.5256171585465785,0.014631291455325789,0.0456,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.684
POL-2020659,INS-10659,Asset Manager,NCUA,Midwest,2020,On-Prem,Unknown,622038,0.0,0,0.0,0.0,6.351757936569426,-0.07196999395771571,0.5385000000000001,0.4614999999999999,2.4444444444444446,Low,0.0,0.0,2,0,-0.15134543897818883,0.008733624454148471,0.0208,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.104
POL-2020660,INS-10660,National Bank,OCC,Midwest,2024,Azure,Temenos,95737619,0.0,0,0.0,0.0,10.421959865710631,2.545458469330113,0.8485000000000001,0.15149999999999986,15.952380952380954,High,0.0,0.0,1,0,0.03669240171370103,0.0007443090132844273,0.02428,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.607
POL-2020661,INS-10661,National Bank,FDIC,Southeast,2022,Azure,Other,105723030,0.0,0,0.0,0.0,10.362047830678438,2.4342883491388037,0.88,0.12,29.45945945945946,Extreme,0.0,0.0,1,0,0.2538708618828155,0.0007902664462350126,0.01452,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.363
POL-2020662,INS-10662,Community Bank,SEC,Midwest,2022,GCP,In-House,232181,0.0,0,0.0,0.0,4.72384171570559,-0.6894790184923272,0.77425,0.22575,22.666666666666668,Extreme,0.0,0.0,1,0,-0.39143398902951215,0.22401433691756273,0.04352,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,25,1.088
POL-2020663,INS-10663,Fintech-Payments,CFPB,Southwest,2020,GCP,Unknown,637274,0.0,0,0.0,0.0,6.14996290492866,-0.14326866324912813,0.7335,0.26649999999999996,7.608695652173914,Low,0.0,0.0,1,0,-0.2181011132104986,0.010690613641223007,0.023799999999999998,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.119
POL-2020664,INS-10664,Community Bank,FDIC,Southwest,2024,AWS,Temenos,50493,0.0,0,0.0,0.0,4.604169685654508,-0.742022316718753,0.83275,0.16725,9.032258064516128,Moderate,1.7328679513998633,0.5,1,0,-0.626191640542621,0.020222446916076844,0.0365,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.073
POL-2020665,INS-10665,Regional Bank,NCUA,West,2022,GCP,Finastra,191840,0.0,0,0.0,0.0,5.43066055353575,-0.30586965404049155,0.6510000000000001,0.34899999999999987,8.823529411764705,Moderate,0.6931471805599453,0.0,1,0,-0.17804770867111272,0.02199736031676199,0.022,0.0,0,0,0,0.999315537303217,0.0,0.0,5,0.11
POL-2020666,INS-10666,Insurance Carrier,FRB,National,2020,Azure,Unknown,4875462,0.0,0,0.0,0.0,7.205412434455996,0.35391347623753316,0.72775,0.27225,19.583333333333336,High,0.0,0.0,0,0,0.05230430091875671,0.03715538381511481,0.029060000000000002,0.0,0,0,1,0.999315537303217,0.0,0.0,50,1.453
POL-2020667,INS-10667,Custodian Bank,OCC,Southwest,2023,On-Prem,Other,21857993,0.0,0,0.0,0.0,8.984568369308281,1.5402696016821713,0.799,0.20099999999999996,21.379310344827587,High,0.0,0.0,1,0,-0.05231516392937857,0.0031336174479819506,0.02828,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,25,0.707
POL-2020668,INS-10668,Fintech-Payments,CFPB,Northeast,2024,AWS,Unknown,1078356,0.0,0,0.0,0.0,6.246300545154681,-0.34375021322642624,0.74775,0.25225,4.827586206896552,Low,1.2945314801472563,0.0,1,0,-0.4176639568992062,0.01941370607649,0.0377,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.377
POL-2020669,INS-10669,Regional Bank,FINRA,Southeast,2020,GCP,In-House,251312,0.0,0,0.0,0.0,5.060694493968993,-0.6436319710483339,0.8470000000000001,0.1529999999999999,3.611111111111111,Low,1.1961141292874042,0.0,1,0,-0.1395153142645823,0.06381620931716657,0.0252,0.0,0,0,0,0.999315537303217,0.0,0.0,10,0.252
POL-2020670,INS-10670,Insurance Carrier,FDIC,Northeast,2022,Hybrid,Unknown,24389192,0.0,0,0.0,0.0,8.561956209889752,1.2010054810653799,0.8325000000000001,0.16749999999999987,33.84615384615385,Extreme,1.7190050077886643,0.5,0,0,-0.22673441737229794,0.009564069702939996,0.0416,0.0,0,1,1,0.999315537303217,0.0,0.0,50,2.08
POL-2020671,INS-10671,Insurance Carrier,FDIC,Southeast,2022,Hybrid,Unknown,5565781,0.0,0,0.0,0.0,8.268449741051743,0.9598220778983532,0.68425,0.31575,6.756756756756756,Low,0.0,0.0,0,0,0.19648824603804338,0.002565483978552554,0.010100000000000001,0.0,0,1,1,0.999315537303217,0.0,0.0,10,0.101
POL-2020672,INS-10672,Insurance Carrier,FRB,Midwest,2021,On-Prem,Unknown,9177040,0.0,0,0.0,0.0,7.415837142077065,0.2992223187594852,0.7035,0.2965,11.2,Moderate,1.507306306392648,0.0,0,0,-0.24588377241955195,0.06020107157907411,0.04801999999999999,0.0,0,0,1,0.999315537303217,0.0,0.0,100,4.802
POL-2020673,INS-10673,Investment Bank,FRB,National,2022,Hybrid,Jack Henry,29896841,0.0,0,0.0,0.0,8.562434207661823,1.3338620926297071,0.79825,0.20174999999999998,6.285714285714286,Low,0.0,0.0,1,0,0.042513468698017864,0.009559498317528297,0.029500000000000002,0.0,0,1,0,0.999315537303217,0.0,0.0,50,1.475
POL-2020674,INS-10674,Asset Manager,SEC,Southwest,2023,Azure,Unknown,4248208,0.0,0,0.0,0.0,7.8674885686991285,0.7409100421384319,0.746,0.254,24.82758620689655,Extreme,0.8187801070364353,0.0,2,0,-0.6312821144425973,0.0038314176245210726,0.047299999999999995,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.473
POL-2020675,INS-10675,Fintech-Lending,SEC,Midwest,2021,Azure,Unknown,1739583,1.0,1,71053.0,43062.0,6.115892125483034,-0.23576515664947642,0.6415,0.35850000000000004,3.6666666666666665,Low,0.0,0.0,0,0,0.43188599316897475,0.05530973451327434,0.006520000000000001,0.0,0,0,1,0.999315537303217,0.04084484614991064,0.6060546352722616,25,0.163
POL-2020676,INS-10676,Broker-Dealer,SEC,Southwest,2023,On-Prem,Unknown,2764618,0.0,0,0.0,0.0,6.9280479822498995,0.2676828731064484,0.603,0.397,41.66666666666667,Extreme,0.0,0.0,1,0,0.2620997973946765,0.014713094654242276,0.010199999999999999,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.153
POL-2020677,INS-10677,Insurance Carrier,CFPB,Southeast,2021,Hybrid,Unknown,38937422,0.0,0,0.0,0.0,8.26456933477952,1.1472321553441456,0.8230000000000001,0.17699999999999994,10.32258064516129,Moderate,1.1901633127237856,0.0,0,0,0.496498341076736,0.06438652518800865,0.022064,0.0,0,1,1,0.999315537303217,0.0,0.0,250,5.516
POL-2020678,INS-10678,Community Bank,SEC,National,2023,GCP,Temenos,30549,0.0,0,0.0,0.0,3.462606009790799,-1.55342041190296,0.5715000000000001,0.4284999999999999,8.181818181818182,Moderate,3.1422672185384184,0.5,1,0,-0.5207268363969695,0.16181229773462785,0.0374,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,5,0.187
POL-2020679,INS-10679,Investment Bank,OCC,Southwest,2023,Azure,Temenos,93807077,0.0,0,0.0,0.0,8.835603285219042,1.5398965362400385,0.818,0.18200000000000005,1.5151515151515151,Low,0.7875884839112379,0.0,1,0,0.4787858355137632,0.03637051369713546,0.02286,0.0,0,0,0,0.999315537303217,0.0,0.0,250,5.715
POL-2020680,INS-10680,Regional Bank,FRB,Southwest,2020,GCP,Finastra,1479825,0.0,0,0.0,0.0,6.525909036472607,0.2787422372545933,0.61975,0.38025,18.064516129032256,High,1.0986122886681098,0.0,1,0,-0.3965561883641129,0.022007042253521125,0.039799999999999995,1.0986122886681098,1,0,0,0.999315537303217,0.0,0.0,15,0.597
POL-2020681,INS-10681,Regional Bank,NCUA,Southwest,2020,GCP,Fiserv,1021835,0.0,0,0.0,0.0,6.520621127558696,0.27064756723230066,0.6485,0.35150000000000003,58.33333333333333,Extreme,0.0,0.0,1,0,0.11860662610034867,0.014749262536873156,0.013600000000000001,0.0,0,0,0,0.999315537303217,0.0,0.0,10,0.136
POL-2020682,INS-10682,Community Bank,OCC,Southwest,2022,On-Prem,FIS,12152,0.0,0,0.0,0.0,3.7232808808312687,-1.277026924746126,0.6292500000000001,0.3707499999999999,5.333333333333333,Low,1.3458000536184347,0.0,1,0,-0.688473520249221,0.024752475247524754,0.036,0.0,0,0,0,0.999315537303217,0.0,0.0,1,0.036
POL-2020683,INS-10683,Asset Manager,SEC,Southeast,2020,On-Prem,Unknown,445883,0.0,0,0.0,0.0,5.581614840681993,-0.5115920074371462,0.7180000000000001,0.2819999999999999,5.0,Low,0.0,0.0,1,0,0.17868673290942746,0.03780718336483932,0.0109,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.109
POL-2020684,INS-10684,National Bank,FRB,West,2020,Azure,Other,172028957,0.0,0,0.0,0.0,9.464447563527505,2.0287755199160484,0.8467500000000001,0.1532499999999999,8.13953488372093,Moderate,0.0,0.0,1,0,0.6803879716953385,0.019391720511010617,0.013800000000000002,0.0,0,0,0,0.999315537303217,0.0,0.0,250,3.45
POL-2020685,INS-10685,Asset Manager,SEC,Northeast,2023,Hybrid,Unknown,535408,0.0,0,0.0,0.0,6.285998094508865,-0.038879167633426526,0.6447499999999999,0.35525000000000007,3.823529411764706,Low,0.0,0.0,2,0,-0.5830321323471253,0.009328358208955223,0.0402,0.0,0,1,1,0.999315537303217,0.0,0.0,5,0.201
POL-2020686,INS-10686,Community Bank,CFPB,Southwest,2024,On-Prem,FIS,280019,0.0,0,0.0,0.0,4.422448549172797,-0.9983203439643482,0.7314999999999999,0.26850000000000007,3.6842105263157894,Low,0.0,0.0,1,0,0.5636527655382494,0.6075334143377886,0.0060799999999999995,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,50,0.304
POL-2020687,INS-10687,National Bank,FDIC,Northeast,2021,GCP,Other,124679112,0.0,0,0.0,0.0,10.553664599643259,2.5021084382470526,0.8875000000000001,0.11249999999999993,10.0,Moderate,0.0,0.0,1,0,0.03847255302656272,0.0006524587254610274,0.0242,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,25,0.605
POL-2020688,INS-10688,Asset Manager,State,National,2020,On-Prem,Unknown,967920,0.0,0,0.0,0.0,5.569488886872828,-0.6306842886934382,0.58575,0.41425,10.0,Moderate,0.0,0.0,2,0,0.03183256082084829,0.19135093761959432,0.029980000000000003,0.0,0,0,1,0.999315537303217,0.0,0.0,50,1.499
POL-2020689,INS-10689,National Bank,OCC,National,2023,Azure,In-House,535855089,0.0,0,0.0,0.0,10.500126586015403,2.627058336449062,0.7500000000000001,0.2499999999999999,7.499999999999999,Low,0.0,0.0,1,0,0.7377088439694819,0.0068834304814821955,0.011224,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,250,2.806
POL-2020690,INS-10690,Fintech-Payments,CFPB,Southeast,2022,On-Prem,Unknown,1446973,0.0,0,0.0,0.0,6.924907337799702,0.32398262829871466,0.6925000000000001,0.3074999999999999,12.051282051282051,Moderate,0.0,0.0,1,0,0.18243293218335985,0.004919807143559973,0.0058000000000000005,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.029
POL-2020691,INS-10691,Regional Bank,SEC,West,2024,Azure,Temenos,568998,0.0,0,0.0,0.0,6.334167333479831,0.26768949923156055,0.6287499999999999,0.3712500000000001,5.294117647058823,Low,1.1901633127237856,0.0,1,0,0.09342536654028019,0.008888888888888889,0.0098,1.3862943611198906,1,0,0,0.999315537303217,0.0,0.0,5,0.049
POL-2020692,INS-10692,Insurance Carrier,NCUA,Southwest,2024,Azure,Unknown,16365323,0.0,0,0.0,0.0,8.838682311078294,1.3934864664938829,0.9135000000000001,0.08649999999999991,3.0434782608695654,Low,0.0,0.0,0,0,-0.5213850348684084,0.003625868395480718,0.04936,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,25,1.234
POL-2020693,INS-10693,Fintech-Payments,CFPB,Southeast,2024,On-Prem,Unknown,480734,1.0,1,122014.0,17421.0,5.038250461129229,-0.65961943311123,0.56025,0.43975,56.5,Extreme,0.7953863896925372,0.0,1,0,-0.015307115526255133,0.097911227154047,0.02266666666666667,0.0,0,0,1,0.999315537303217,0.2538077190296505,0.14277869752651334,15,0.34
POL-2020694,INS-10694,Asset Manager,FRB,Southeast,2024,On-Prem,Unknown,1280790,0.0,0,0.0,0.0,6.59071305122387,0.0705347239008703,0.6970000000000001,0.30299999999999994,13.88888888888889,Moderate,2.193867706454178,0.3333333333333333,2,0,0.04517538444480795,0.013749484394335213,0.016900000000000002,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.169
POL-2020695,INS-10695,Fintech-Payments,SEC,Southeast,2023,GCP,Unknown,640586,0.0,0,0.0,0.0,5.477300022076476,-0.5186031274015056,0.76375,0.23624999999999996,26.666666666666668,Extreme,0.0,0.0,1,0,-0.31530525640966467,0.041981528127623846,0.033100000000000004,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.331
POL-2020696,INS-10696,Insurance Carrier,FINRA,Southwest,2022,GCP,Unknown,35908753,0.0,0,0.0,0.0,9.449711540395043,1.6818949496686084,0.72525,0.27475000000000005,2.5641025641025643,Low,0.0,0.0,0,0,-0.2864050615706781,0.001967961585389853,0.0388,0.0,0,0,1,0.999315537303217,0.0,0.0,25,0.97
POL-2020697,INS-10697,Community Bank,FRB,Southeast,2024,Azure,FIS,92261,0.0,0,0.0,0.0,5.056245805348308,-0.40800913017558704,0.8175,0.1825,5.0,Low,0.0,0.0,1,0,-0.7374510975964708,0.01282051282051282,0.0415,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.083
POL-2020698,INS-10698,Asset Manager,FINRA,Southeast,2023,AWS,Unknown,5634213,0.0,0,0.0,0.0,7.405921104601338,0.6831691052948307,0.74925,0.25075000000000003,7.948717948717949,Low,0.0,0.0,2,0,-0.3865029977016261,0.030400680975253846,0.048780000000000004,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,50,2.439
POL-2020699,INS-10699,Broker-Dealer,FINRA,Northeast,2021,AWS,Unknown,130340,0.0,0,0.0,0.0,5.760162808092309,-0.48305886486803123,0.8484999999999999,0.15150000000000008,2.2857142857142856,Low,0.0,0.0,1,0,-0.9109924343569202,0.003160556257901391,0.046,0.0,0,0,1,0.999315537303217,0.0,0.0,1,0.046
POL-2020700,INS-10700,Regional Bank,FDIC,Southwest,2023,Azure,Other,1639282,2.0,1,226821.0,14639.0,6.707595564058303,0.5258364230653477,0.7652500000000001,0.2347499999999999,23.2,Extreme,1.3862943611198906,0.0,1,0,-0.04497630407394837,0.01834637964774951,0.024,0.0,0,0,0,0.999315537303217,0.13836606514315414,0.0645398794644235,15,0.36
POL-2020701,INS-10701,Asset Manager,SEC,Northeast,2020,Azure,Unknown,3623061,0.0,0,0.0,0.0,7.156332631553157,0.47620775042113905,0.7377500000000001,0.26224999999999987,4.883720930232558,Low,1.3862943611198906,0.0,2,0,-0.2650432458163389,0.019512956603184514,0.03784,0.0,0,0,1,0.999315537303217,0.0,0.0,25,0.946
POL-2020702,INS-10702,Community Bank,FINRA,Southwest,2024,Azure,Fiserv,156802,0.0,0,0.0,0.0,4.160444363926624,-0.9745070220800166,0.84875,0.15125,6.666666666666667,Low,0.0,0.0,1,0,0.3686906215623882,0.39619651347068147,0.00936,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.234
POL-2020703,INS-10703,Community Bank,NCUA,West,2023,AWS,Jack Henry,454907,0.0,0,0.0,0.0,5.739792912179234,-0.14680643027374082,0.76125,0.23875000000000002,7.352941176470589,Low,0.0,0.0,1,0,-0.1639923948164293,0.03225806451612903,0.0263,0.0,0,0,0,0.999315537303217,0.0,0.0,10,0.263
POL-2020704,INS-10704,Insurance Carrier,CFPB,Midwest,2022,AWS,Unknown,1549600,0.0,0,0.0,0.0,7.005244900259394,0.3656385821943618,0.72125,0.27875000000000005,10.0,Moderate,0.6931471805599453,0.0,0,0,-0.07721001831442659,0.009079353550027237,0.0224,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.224
POL-2020705,INS-10705,Regional Bank,SEC,West,2020,GCP,Temenos,532874,1.0,1,87022.0,1950.0,5.586499314041468,0.02117527894804595,0.6685000000000001,0.3314999999999999,5.0,Low,0.0,0.0,1,0,-0.11469889716102744,0.056433408577878104,0.027133333333333332,0.0,0,0,0,0.999315537303217,0.1633068980659593,0.0224081266806095,15,0.407
POL-2020706,INS-10706,Credit Union,NCUA,Southwest,2020,AWS,Temenos,24354,0.0,0,0.0,0.0,3.86702563949741,-1.4084673709972841,0.41125,0.58875,19.375,High,1.7051420641774653,0.5,1,0,-0.8820883917664751,0.042735042735042736,0.048,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.096
POL-2020707,INS-10707,Custodian Bank,FRB,Southeast,2022,Azure,Other,70022306,0.0,0,0.0,0.0,9.241645221804594,1.633515251831876,0.41600000000000004,0.584,12.608695652173912,Moderate,0.7797905781299385,0.0,1,0,0.2396524981634474,0.00969274013763691,0.0262,0.0,0,0,0,0.999315537303217,0.0,0.0,100,2.62
POL-2020708,INS-10708,Fintech-Lending,CFPB,Southwest,2023,On-Prem,Unknown,2453201,0.0,0,0.0,0.0,6.027314200001679,-0.23425615687234935,0.6605,0.3395,12.368421052631579,Moderate,0.0,0.0,0,0,0.5556420846303721,0.12088974854932301,0.00644,0.0,0,0,1,0.999315537303217,0.0,0.0,50,0.322
POL-2020709,INS-10709,Investment Bank,OCC,West,2020,Hybrid,In-House,5534594,0.0,0,0.0,0.0,8.44378343699024,1.3822767483401162,0.9397500000000002,0.060249999999999804,9.333333333333334,Moderate,0.0,0.0,1,0,0.022219314025816422,0.0010764030914296786,0.013000000000000001,0.0,0,1,0,0.999315537303217,0.0,0.0,5,0.065
POL-2020710,INS-10710,Regional Bank,NCUA,National,2020,AWS,Fiserv,188583,0.0,0,0.0,0.0,5.908626268798978,-0.05798897998777123,0.766,0.23399999999999999,24.88888888888889,Extreme,2.19496607177316,0.25,1,0,-0.8487105546503202,0.0054466230936819175,0.0465,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.093
POL-2020711,INS-10711,Community Bank,FRB,West,2020,On-Prem,In-House,11815,0.0,0,0.0,0.0,3.068052935133617,-1.452779190631653,0.87075,0.12924999999999998,3.513513513513513,Low,0.8109822012551361,0.0,1,0,-0.3702948893187671,0.0975609756097561,0.025,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.05
POL-2020712,INS-10712,Asset Manager,CFPB,Southeast,2021,AWS,Unknown,3206081,0.0,0,0.0,0.0,7.469312039154485,0.6658378664471325,0.8270000000000001,0.17299999999999993,24.411764705882355,Extreme,0.6931471805599453,0.0,2,0,-0.12656657258010462,0.008559689568591645,0.027666666666666666,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.415
POL-2020713,INS-10713,Fintech-Lending,SEC,National,2024,Hybrid,Unknown,2292986,1.0,1,21785262.0,2273137.0,5.5556690891919835,-0.5022606716128054,0.6535,0.34650000000000003,64.13793103448276,Extreme,0.0,0.0,0,0,0.6793498724402609,0.38804811796662786,0.00644,1.0986122886681098,1,1,1,0.999315537303217,9.500826433305742,0.10434288098072908,100,0.644
POL-2020714,INS-10714,Custodian Bank,OCC,Southwest,2021,On-Prem,Finastra,13377768,0.0,0,0.0,0.0,8.226065188560156,1.4222431416843344,0.8917500000000002,0.10824999999999985,9.5,Moderate,0.7953863896925372,0.0,1,0,0.34602926754091956,0.013382939428816146,0.01586,0.0,0,0,0,0.999315537303217,0.0,0.0,50,0.793
POL-2020715,INS-10715,Credit Union,NCUA,West,2021,On-Prem,Temenos,11187,0.0,0,0.0,0.0,3.7256934272366524,-1.566401604691162,0.74025,0.25975000000000004,6.0,Low,1.725936479594264,0.5,1,0,-0.44370271473075207,0.024691358024691357,0.025,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,1,0.025
POL-2020716,INS-10716,Community Bank,SEC,Midwest,2021,On-Prem,In-House,208917,0.0,0,0.0,0.0,4.634728988229636,-0.7436436878065148,0.6965,0.3035,41.42857142857142,Extreme,0.0,0.0,1,0,-0.2534722622827385,0.24509803921568626,0.03732,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.933
POL-2020717,INS-10717,Community Bank,State,Southeast,2021,Azure,Temenos,193350,0.0,0,0.0,0.0,4.8782461060505105,-0.47131607851701246,0.7,0.30000000000000004,7.17948717948718,Low,0.0,0.0,1,0,-0.1770041931111831,0.11503067484662576,0.029933333333333333,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,15,0.449
POL-2020718,INS-10718,Community Bank,NCUA,Northeast,2023,On-Prem,FIS,76453,0.0,0,0.0,0.0,4.192680462942962,-0.9395415248741669,0.80625,0.19374999999999998,2.3809523809523814,Low,0.6931471805599453,0.0,1,0,0.029599060457269066,0.15337423312883436,0.017599999999999998,0.0,0,0,0,0.999315537303217,0.0,0.0,10,0.176
POL-2020719,INS-10719,Insurance Carrier,SEC,Northeast,2021,AWS,Unknown,2060533,0.0,0,0.0,0.0,6.972793675161359,0.1908608918884019,0.9195000000000001,0.0804999999999999,7.2340425531914905,Low,0.0,0.0,0,0,-0.12063273487056608,0.014068655036578502,0.027399999999999997,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,15,0.411
POL-2020720,INS-10720,Credit Union,NCUA,West,2023,AWS,In-House,94857,0.0,0,0.0,0.0,2.91235066461494,-2.0689068189236752,0.84025,0.15974999999999995,7.777777777777778,Low,0.0,0.0,1,0,0.33489059340154265,5.74712643678161,0.021920000000000002,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,100,2.192
POL-2020721,INS-10721,National Bank,FDIC,Southeast,2023,Azure,Jack Henry,38927736,0.0,0,0.0,0.0,9.52602664083756,1.9086168371465613,0.7024999999999999,0.2975000000000001,4.324324324324324,Low,1.0986122886681098,0.0,1,0,-0.05587546655510173,0.0018233535117788636,0.02844,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.711
POL-2020722,INS-10722,Fintech-Lending,CFPB,Southeast,2021,GCP,Unknown,713157,0.0,0,0.0,0.0,5.471429984256681,-0.6351254830457519,0.7917500000000001,0.20824999999999994,11.219512195121952,Moderate,0.0,0.0,0,0,-0.5300675368287325,0.06334459459459459,0.0458,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.687
POL-2020723,INS-10723,Regional Bank,SEC,Midwest,2022,GCP,Finastra,4343511,0.0,0,0.0,0.0,6.471727865291332,0.21458641799155728,0.8635,0.13649999999999995,8.13953488372093,Moderate,0.0,0.0,1,0,0.0035599302951786482,0.15489467162329615,0.03681,0.0,0,0,0,0.999315537303217,0.0,0.0,100,3.681
POL-2020724,INS-10724,Community Bank,NCUA,Northeast,2023,Azure,Fiserv,171089,0.0,0,0.0,0.0,3.9512437185814275,-1.0452387281416518,0.7280000000000001,0.2719999999999999,10.357142857142856,Moderate,1.7051420641774653,0.5,1,0,-0.2449809683291293,0.9803921568627451,0.04242,0.0,0,0,0,0.999315537303217,0.0,0.0,50,2.121
POL-2020725,INS-10725,Asset Manager,NCUA,Midwest,2021,Hybrid,Unknown,402513,0.0,0,0.0,0.0,6.167935690223761,-0.11109968014586048,0.9032500000000002,0.09674999999999978,6.744186046511628,Low,0.0,0.0,2,0,0.16018104077258993,0.010499790004199917,0.0068000000000000005,1.0986122886681098,1,1,1,0.999315537303217,0.0,0.0,5,0.034
POL-2020726,INS-10726,Fintech-Lending,CFPB,Southeast,2021,Azure,Unknown,235117,0.0,0,0.0,0.0,6.094021135433074,-0.43435696396387574,0.8109999999999999,0.18900000000000006,3.7254901960784315,Low,0.0,0.0,0,0,-0.44370271473075207,0.002261420171867933,0.025,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,1,0.025
POL-2020727,INS-10727,Hedge Fund,OCC,West,2024,Azure,Unknown,6058330,0.0,0,0.0,0.0,5.537727890326118,-0.6406246929470929,0.787,0.21299999999999997,3.225806451612903,Low,0.7875884839112379,0.0,1,0,0.626123720516244,1.9755037534571316,0.021862,0.0,0,0,1,0.999315537303217,0.0,0.0,500,10.931
POL-2020728,INS-10728,Fintech-Payments,SEC,Northeast,2020,On-Prem,Unknown,668868,0.0,0,0.0,0.0,5.968195920168628,-0.3411626521355082,0.6737500000000001,0.32624999999999993,53.87096774193548,Extreme,0.0,0.0,1,0,-0.7788487767619006,0.012827090815802975,0.049,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,5,0.245
POL-2020729,INS-10729,Regional Bank,NCUA,Southwest,2022,GCP,In-House,314205,0.0,0,0.0,0.0,6.801727874336607,0.503218073427311,0.81075,0.18925000000000003,49.310344827586206,Extreme,0.0,0.0,1,0,-0.48820649755229195,0.0011130899376669634,0.027,0.0,0,0,0,0.999315537303217,0.0,0.0,1,0.027
POL-2020730,INS-10730,Credit Union,NCUA,National,2024,Hybrid,Other,155534,1.0,1,737014.0,142515.0,3.40452517175483,-1.7470592839457684,0.5015000000000001,0.49849999999999994,18.823529411764703,High,1.4925769288057489,0.0,1,0,-0.0015580047292984567,3.4364261168384878,0.037040000000000003,0.6931471805599453,0,1,0,0.999315537303217,4.738603777952088,0.19336810426938972,100,3.704
POL-2020731,INS-10731,Fintech-Payments,State,West,2022,Hybrid,Unknown,139734,0.0,0,0.0,0.0,5.360822571899434,-0.7373018966710676,0.949,0.051000000000000045,7.755102040816327,Low,0.0,0.0,1,0,-0.710725411659991,0.004719207173194903,0.037,0.0,0,1,1,0.999315537303217,0.0,0.0,1,0.037
POL-2020732,INS-10732,Community Bank,FRB,Southwest,2023,On-Prem,Other,476760,0.0,0,0.0,0.0,4.791649752930709,-0.6960676334838191,0.65125,0.34875,31.379310344827587,Extreme,0.0,0.0,1,0,0.5151436422627709,0.41841004184100417,0.00826,0.0,0,0,0,0.999315537303217,0.0,0.0,50,0.413
POL-2020733,INS-10733,Broker-Dealer,FINRA,West,2020,Azure,Unknown,4434828,0.0,0,0.0,0.0,7.23460998650839,0.2766296941614625,0.84725,0.15275000000000005,24.210526315789473,Extreme,0.0,0.0,0,0,-0.4403881501332059,0.018042725173210164,0.045720000000000004,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,25,1.143
POL-2020734,INS-10734,National Bank,FRB,West,2021,On-Prem,Finastra,333140959,0.0,0,0.0,0.0,10.282851640046156,2.409317952693232,0.8197500000000001,0.1802499999999999,6.969696969696969,Low,0.0,0.0,1,0,-0.018410426168479876,0.008553997967570084,0.045204,0.0,0,0,0,0.999315537303217,0.0,0.0,250,11.301
POL-2020735,INS-10735,National Bank,FDIC,Midwest,2021,Azure,Temenos,162564208,1.0,1,1356742.0,306233.0,10.915161188842836,2.428084863062141,0.7069999999999999,0.29300000000000015,24.054054054054053,Extreme,0.0,0.0,1,0,0.29392426642220126,0.0004545206625093177,0.01272,0.6931471805599453,0,0,0,0.999315537303217,0.008345883861470909,0.22571203662892428,25,0.318
